País de residencia	Tipo de dato	Gastos y duración media de los viajes	Periodo	Total
Alemania	Dato base	Duración media de los viajes	2017	8,29
Alemania	Dato base	Duración media de los viajes	2016	8,34
Alemania	Tasa de variación anual	Gasto total	2019	-2,42
Alemania	Tasa de variación anual	Gasto total	2018	-2,10
Alemania	Tasa de variación anual	Gasto total	2017	10,23
Alemania	Tasa de variación anual	Gasto total	2016	5,71
Alemania	Tasa de variación anual	Gasto medio por persona	2019	-0,18
Alemania	Tasa de variación anual	Gasto medio por persona	2018	2,04
Alemania	Tasa de variación anual	Gasto medio por persona	2017	3,85
Alemania	Tasa de variación anual	Gasto medio por persona	2016	-1,07
Alemania	Tasa de variación anual	Gasto medio diario por persona	2019	4,55
Alemania	Tasa de variación anual	Gasto medio diario por persona	2018	6,53
Alemania	Tasa de variación anual	Gasto medio diario por persona	2017	4,48
Alemania	Tasa de variación anual	Gasto medio diario por persona	2016	6,46
Alemania	Tasa de variación anual	Duración media de los viajes	2019	-4,52
Alemania	Tasa de variación anual	Duración media de los viajes	2018	-4,21
Alemania	Tasa de variación anual	Duración media de los viajes	2017	-0,60
Alemania	Tasa de variación anual	Duración media de los viajes	2016	-7,07
Bélgica	Dato base	Gasto total	2019	2.682,04
Bélgica	Dato base	Gasto total	2018	2.593,33
Bélgica	Dato base	Gasto total	2017	2.549,30
Bélgica	Dato base	Gasto total	2016	2.263,80
Bélgica	Dato base	Gasto medio por persona	2019	1.062
Bélgica	Dato base	Gasto medio por persona	2018	1.035
Bélgica	Dato base	Gasto medio por persona	2017	1.030
Bélgica	Dato base	Gasto medio por persona	2016	984
Bélgica	Dato base	Gasto medio diario por persona	2019	127
Bélgica	Dato base	Gasto medio diario por persona	2018	123
Bélgica	Dato base	Gasto medio diario por persona	2017	120
Bélgica	Dato base	Gasto medio diario por persona	2016	113
Bélgica	Dato base	Duración media de los viajes	2019	8,34
Bélgica	Dato base	Duración media de los viajes	2018	8,40
Bélgica	Dato base	Duración media de los viajes	2017	8,60
Bélgica	Dato base	Duración media de los viajes	2016	8,68
Bélgica	Tasa de variación anual	Gasto total	2019	3,42
Bélgica	Tasa de variación anual	Gasto total	2018	1,73
Bélgica	Tasa de variación anual	Gasto total	2017	12,61
Bélgica	Tasa de variación anual	Gasto total	2016	-0,46
Bélgica	Tasa de variación anual	Gasto medio por persona	2019	2,57
Bélgica	Tasa de variación anual	Gasto medio por persona	2018	0,49
Bélgica	Tasa de variación anual	Gasto medio por persona	2017	4,73
Bélgica	Tasa de variación anual	Gasto medio por persona	2016	-2,99
Bélgica	Tasa de variación anual	Gasto medio diario por persona	2019	3,30
Bélgica	Tasa de variación anual	Gasto medio diario por persona	2018	2,91
Bélgica	Tasa de variación anual	Gasto medio diario por persona	2017	5,68
Bélgica	Tasa de variación anual	Gasto medio diario por persona	2016	1,66
Bélgica	Tasa de variación anual	Duración media de los viajes	2019	-0,71
Bélgica	Tasa de variación anual	Duración media de los viajes	2018	-2,35
Bélgica	Tasa de variación anual	Duración media de los viajes	2017	-0,89
Bélgica	Tasa de variación anual	Duración media de los viajes	2016	-4,57
Francia	Dato base	Gasto total	2019	7.593,45
Francia	Dato base	Gasto total	2018	7.405,54
Francia	Dato base	Gasto total	2017	7.052,36
Francia	Dato base	Gasto total	2016	6.776,23
Francia	Dato base	Gasto medio por persona	2019	681
Francia	Dato base	Gasto medio por persona	2018	656
Francia	Dato base	Gasto medio por persona	2017	626
Francia	Dato base	Gasto medio por persona	2016	602
Francia	Dato base	Gasto medio diario por persona	2019	99
Francia	Dato base	Gasto medio diario por persona	2018	92
Francia	Dato base	Gasto medio diario por persona	2017	87
Francia	Dato base	Gasto medio diario por persona	2016	85
Francia	Dato base	Duración media de los viajes	2019	6,91
Francia	Dato base	Duración media de los viajes	2018	7,14
Francia	Dato base	Duración media de los viajes	2017	7,21
Francia	Dato base	Duración media de los viajes	2016	7,08
Francia	Tasa de variación anual	Gasto total	2019	2,54
Francia	Tasa de variación anual	Gasto total	2018	5,01
Francia	Tasa de variación anual	Gasto total	2017	4,08
Francia	Tasa de variación anual	Gasto total	2016	7,76
Francia	Tasa de variación anual	Gasto medio por persona	2019	3,88
Francia	Tasa de variación anual	Gasto medio por persona	2018	4,77
Francia	Tasa de variación anual	Gasto medio por persona	2017	3,99
Francia	Tasa de variación anual	Gasto medio por persona	2016	0,94
Francia	Tasa de variación anual	Gasto medio diario por persona	2019	7,35
Francia	Tasa de variación anual	Gasto medio diario por persona	2018	5,77
Francia	Tasa de variación anual	Gasto medio diario por persona	2017	2,11
Francia	Tasa de variación anual	Gasto medio diario por persona	2016	-0,89
Francia	Tasa de variación anual	Duración media de los viajes	2019	-3,23
Francia	Tasa de variación anual	Duración media de los viajes	2018	-0,95
Francia	Tasa de variación anual	Duración media de los viajes	2017	1,84
Francia	Tasa de variación anual	Duración media de los viajes	2016	1,85
Irlanda	Dato base	Gasto total	2019	2.372,28
Irlanda	Dato base	Gasto total	2018	2.179,39
Irlanda	Dato base	Gasto total	2017	2.055,07
Irlanda	Dato base	Gasto total	2016	1.768,24
Irlanda	Dato base	Gasto medio por persona	2019	1.089
Irlanda	Dato base	Gasto medio por persona	2018	1.061
Irlanda	Dato base	Gasto medio por persona	2017	1.004
Irlanda	Dato base	Gasto medio por persona	2016	978
Irlanda	Dato base	Gasto medio diario por persona	2019	152
Irlanda	Dato base	Gasto medio diario por persona	2018	137
Irlanda	Dato base	Gasto medio diario por persona	2017	125
Irlanda	Dato base	Gasto medio diario por persona	2016	120
Irlanda	Dato base	Duración media de los viajes	2019	7,18
Irlanda	Dato base	Duración media de los viajes	2018	7,73
Irlanda	Dato base	Duración media de los viajes	2017	8,02
Irlanda	Dato base	Duración media de los viajes	2016	8,12
Irlanda	Tasa de variación anual	Gasto total	2019	8,85
Irlanda	Tasa de variación anual	Gasto total	2018	6,05
Irlanda	Tasa de variación anual	Gasto total	2017	16,22
Irlanda	Tasa de variación anual	Gasto total	2016	20,05
Irlanda	Tasa de variación anual	Gasto medio por persona	2019	2,64
Irlanda	Tasa de variación anual	Gasto medio por persona	2018	5,67
Irlanda	Tasa de variación anual	Gasto medio por persona	2017	2,72
Irlanda	Tasa de variación anual	Gasto medio por persona	2016	-2,60
Irlanda	Tasa de variación anual	Gasto medio diario por persona	2019	10,60
Irlanda	Tasa de variación anual	Gasto medio diario por persona	2018	9,63
Irlanda	Tasa de variación anual	Gasto medio diario por persona	2017	3,91
Irlanda	Tasa de variación anual	Gasto medio diario por persona	2016	-1,59
Irlanda	Tasa de variación anual	Duración media de los viajes	2019	-7,19
Irlanda	Tasa de variación anual	Duración media de los viajes	2018	-3,61
Irlanda	Tasa de variación anual	Duración media de los viajes	2017	-1,14
Irlanda	Tasa de variación anual	Duración media de los viajes	2016	-1,03
Italia	Dato base	Gasto total	2019	3.550,91
Italia	Dato base	Gasto total	2018	3.366,75
Italia	Dato base	Gasto total	2017	3.241,50
Italia	Dato base	Gasto total	2016	3.023,27
Italia	Dato base	Gasto medio por persona	2019	783
Italia	Dato base	Gasto medio por persona	2018	767
Italia	Dato base	Gasto medio por persona	2017	768
Italia	Dato base	Gasto medio por persona	2016	762
Italia	Dato base	Gasto medio diario por persona	2019	130
Italia	Dato base	Gasto medio diario por persona	2018	127
Italia	Dato base	Gasto medio diario por persona	2017	117
Italia	Dato base	Gasto medio diario por persona	2016	109
Italia	Dato base	Duración media de los viajes	2019	6,02
Italia	Dato base	Duración media de los viajes	2018	6,04
Italia	Dato base	Duración media de los viajes	2017	6,58
Italia	Dato base	Duración media de los viajes	2016	6,98
Italia	Tasa de variación anual	Gasto total	2019	5,47
Italia	Tasa de variación anual	Gasto total	2018	3,86
Italia	Tasa de variación anual	Gasto total	2017	7,22
Italia	Tasa de variación anual	Gasto total	2016	3,76
Italia	Tasa de variación anual	Gasto medio por persona	2019	2,10
Italia	Tasa de variación anual	Gasto medio por persona	2018	-0,08
Italia	Tasa de variación anual	Gasto medio por persona	2017	0,78
Italia	Tasa de variación anual	Gasto medio por persona	2016	-1,44
Italia	Tasa de variación anual	Gasto medio diario por persona	2019	2,37
Italia	Tasa de variación anual	Gasto medio diario por persona	2018	8,87
Italia	Tasa de variación anual	Gasto medio diario por persona	2017	6,86
Italia	Tasa de variación anual	Gasto medio diario por persona	2016	0,08
Italia	Tasa de variación anual	Duración media de los viajes	2019	-0,27
Italia	Tasa de variación anual	Duración media de los viajes	2018	-8,22
Italia	Tasa de variación anual	Duración media de los viajes	2017	-5,69
Italia	Tasa de variación anual	Duración media de los viajes	2016	-1,52
Países Bajos	Dato base	Gasto total	2019	4.136,86
Países Bajos	Dato base	Gasto total	2018	4.259,21
Países Bajos	Dato base	Gasto total	2017	4.058,26
Países Bajos	Dato base	Gasto total	2016	3.557,56
Países Bajos	Dato base	Gasto medio por persona	2019	1.123
Países Bajos	Dato base	Gasto medio por persona	2018	1.105
Países Bajos	Dato base	Gasto medio por persona	2017	1.095
Países Bajos	Dato base	Gasto medio por persona	2016	1.060
Países Bajos	Dato base	Gasto medio diario por persona	2019	147
Países Bajos	Dato base	Gasto medio diario por persona	2018	140
Países Bajos	Dato base	Gasto medio diario por persona	2017	136
Países Bajos	Dato base	Gasto medio diario por persona	2016	132
Países Bajos	Dato base	Duración media de los viajes	2019	7,64
Países Bajos	Dato base	Duración media de los viajes	2018	7,88
Países Bajos	Dato base	Duración media de los viajes	2017	8,06
Países Bajos	Dato base	Duración media de los viajes	2016	8,03
Países Bajos	Tasa de variación anual	Gasto total	2019	-2,87
Países Bajos	Tasa de variación anual	Gasto total	2018	4,95
Países Bajos	Tasa de variación anual	Gasto total	2017	14,07
Países Bajos	Tasa de variación anual	Gasto total	2016	9,02
Países Bajos	Tasa de variación anual	Gasto medio por persona	2019	1,64
Países Bajos	Tasa de variación anual	Gasto medio por persona	2018	0,85
Países Bajos	Tasa de variación anual	Gasto medio por persona	2017	3,31
Países Bajos	Tasa de variación anual	Gasto medio por persona	2016	-0,52
Países Bajos	Tasa de variación anual	Gasto medio diario por persona	2019	4,89
Países Bajos	Tasa de variación anual	Gasto medio diario por persona	2018	3,14
Países Bajos	Tasa de variación anual	Gasto medio diario por persona	2017	2,88
Países Bajos	Tasa de variación anual	Gasto medio diario por persona	2016	12,87
Países Bajos	Tasa de variación anual	Duración media de los viajes	2019	-3,11
Países Bajos	Tasa de variación anual	Duración media de los viajes	2018	-2,22
Países Bajos	Tasa de variación anual	Duración media de los viajes	2017	0,42
Países Bajos	Tasa de variación anual	Duración media de los viajes	2016	-11,87
Países Nórdicos	Dato base	Gasto total	2019	6.759,16
Países Nórdicos	Dato base	Gasto total	2018	7.054,26
Países Nórdicos	Dato base	Gasto total	2017	6.982,38
Países Nórdicos	Dato base	Gasto total	2016	5.996,85
Países Nórdicos	Dato base	Gasto medio por persona	2019	1.222
Países Nórdicos	Dato base	Gasto medio por persona	2018	1.216
Países Nórdicos	Dato base	Gasto medio por persona	2017	1.198
Países Nórdicos	Dato base	Gasto medio por persona	2016	1.169
Países Nórdicos	Dato base	Gasto medio diario por persona	2019	148
Países Nórdicos	Dato base	Gasto medio diario por persona	2018	142
Países Nórdicos	Dato base	Gasto medio diario por persona	2017	139
Países Nórdicos	Dato base	Gasto medio diario por persona	2016	134
Países Nórdicos	Dato base	Duración media de los viajes	2019	8,25
Países Nórdicos	Dato base	Duración media de los viajes	2018	8,53
Países Nórdicos	Dato base	Duración media de los viajes	2017	8,62
Países Nórdicos	Dato base	Duración media de los viajes	2016	8,70
Países Nórdicos	Tasa de variación anual	Gasto total	2019	-4,18
Países Nórdicos	Tasa de variación anual	Gasto total	2018	1,03
Países Nórdicos	Tasa de variación anual	Gasto total	2017	16,43
Países Nórdicos	Tasa de variación anual	Gasto total	2016	7,84
Países Nórdicos	Tasa de variación anual	Gasto medio por persona	2019	0,55
Países Nórdicos	Tasa de variación anual	Gasto medio por persona	2018	1,43
Países Nórdicos	Tasa de variación anual	Gasto medio por persona	2017	2,50
Países Nórdicos	Tasa de variación anual	Gasto medio por persona	2016	-2,87
Países Nórdicos	Tasa de variación anual	Gasto medio diario por persona	2019	4,07
Países Nórdicos	Tasa de variación anual	Gasto medio diario por persona	2018	2,43
Países Nórdicos	Tasa de variación anual	Gasto medio diario por persona	2017	3,40
Países Nórdicos	Tasa de variación anual	Gasto medio diario por persona	2016	1,68
Países Nórdicos	Tasa de variación anual	Duración media de los viajes	2019	-3,38
Países Nórdicos	Tasa de variación anual	Duración media de los viajes	2018	-0,98
Países Nórdicos	Tasa de variación anual	Duración media de los viajes	2017	-0,88
Países Nórdicos	Tasa de variación anual	Duración media de los viajes	2016	-4,47
Portugal	Dato base	Gasto total	2019	957,27
Portugal	Dato base	Gasto total	2018	928,56
Portugal	Dato base	Gasto total	2017	813,63
Portugal	Dato base	Gasto total	2016	869,26
Portugal	Dato base	Gasto medio por persona	2019	394
Portugal	Dato base	Gasto medio por persona	2018	396
Portugal	Dato base	Gasto medio por persona	2017	381
Portugal	Dato base	Gasto medio por persona	2016	435
Portugal	Dato base	Gasto medio diario por persona	2019	124
Portugal	Dato base	Gasto medio diario por persona	2018	117
Portugal	Dato base	Gasto medio diario por persona	2017	108
Portugal	Dato base	Gasto medio diario por persona	2016	100
Portugal	Dato base	Duración media de los viajes	2019	3,18
Portugal	Dato base	Duración media de los viajes	2018	3,38
Portugal	Dato base	Duración media de los viajes	2017	3,52
Portugal	Dato base	Duración media de los viajes	2016	4,34
Portugal	Tasa de variación anual	Gasto total	2019	3,09
Portugal	Tasa de variación anual	Gasto total	2018	14,13
Portugal	Tasa de variación anual	Gasto total	2017	-6,40
Portugal	Tasa de variación anual	Gasto total	2016	17,04
Portugal	Tasa de variación anual	Gasto medio por persona	2019	-0,49
Portugal	Tasa de variación anual	Gasto medio por persona	2018	4,08
Portugal	Tasa de variación anual	Gasto medio por persona	2017	-12,60
Portugal	Tasa de variación anual	Gasto medio por persona	2016	0,97
Portugal	Tasa de variación anual	Gasto medio diario por persona	2019	5,70
Portugal	Tasa de variación anual	Gasto medio diario por persona	2018	8,42
Portugal	Tasa de variación anual	Gasto medio diario por persona	2017	7,79
Portugal	Tasa de variación anual	Gasto medio diario por persona	2016	6,45
Portugal	Tasa de variación anual	Duración media de los viajes	2019	-5,86
Portugal	Tasa de variación anual	Duración media de los viajes	2018	-4,01
Portugal	Tasa de variación anual	Duración media de los viajes	2017	-18,92
Portugal	Tasa de variación anual	Duración media de los viajes	2016	-5,15
Reino Unido	Dato base	Gasto total	2019	17.834,14
Reino Unido	Dato base	Gasto total	2018	17.944,73
Reino Unido	Dato base	Gasto total	2017	17.489,39
Reino Unido	Dato base	Gasto total	2016	16.103,49
Reino Unido	Dato base	Gasto medio por persona	2019	990
Reino Unido	Dato base	Gasto medio por persona	2018	969
Reino Unido	Dato base	Gasto medio por persona	2017	930
Reino Unido	Dato base	Gasto medio por persona	2016	911
Reino Unido	Dato base	Gasto medio diario por persona	2019	136
Reino Unido	Dato base	Gasto medio diario por persona	2018	127
Reino Unido	Dato base	Gasto medio diario por persona	2017	120
Reino Unido	Dato base	Gasto medio diario por persona	2016	114
Reino Unido	Dato base	Duración media de los viajes	2019	7,29
Reino Unido	Dato base	Duración media de los viajes	2018	7,65
Reino Unido	Dato base	Duración media de los viajes	2017	7,74
Reino Unido	Dato base	Duración media de los viajes	2016	8,02
Reino Unido	Tasa de variación anual	Gasto total	2019	-0,62
Reino Unido	Tasa de variación anual	Gasto total	2018	2,60
Reino Unido	Tasa de variación anual	Gasto total	2017	8,61
Reino Unido	Tasa de variación anual	Gasto total	2016	12,53
Reino Unido	Tasa de variación anual	Gasto medio por persona	2019	2,21
Reino Unido	Tasa de variación anual	Gasto medio por persona	2018	4,17
Reino Unido	Tasa de variación anual	Gasto medio por persona	2017	2,07
Reino Unido	Tasa de variación anual	Gasto medio por persona	2016	0,24
Reino Unido	Tasa de variación anual	Gasto medio diario por persona	2019	7,24
Reino Unido	Tasa de variación anual	Gasto medio diario por persona	2018	5,39
Reino Unido	Tasa de variación anual	Gasto medio diario por persona	2017	5,72
Reino Unido	Tasa de variación anual	Gasto medio diario por persona	2016	3,84
Reino Unido	Tasa de variación anual	Duración media de los viajes	2019	-4,69
Reino Unido	Tasa de variación anual	Duración media de los viajes	2018	-1,16
Reino Unido	Tasa de variación anual	Duración media de los viajes	2017	-3,45
Reino Unido	Tasa de variación anual	Duración media de los viajes	2016	-3,46
Rusia	Dato base	Gasto total	2019	1.992,51
Rusia	Dato base	Gasto total	2018	1.879,00
Rusia	Dato base	Gasto total	2017	1.820,40
Rusia	Dato base	Gasto total	2016	1.615,09
Rusia	Dato base	Gasto medio por persona	2019	1.516
Rusia	Dato base	Gasto medio por persona	2018	1.531
Rusia	Dato base	Gasto medio por persona	2017	1.583
Rusia	Dato base	Gasto medio por persona	2016	1.608
Rusia	Dato base	Gasto medio diario por persona	2019	175
Rusia	Dato base	Gasto medio diario por persona	2018	172
Rusia	Dato base	Gasto medio diario por persona	2017	164
Rusia	Dato base	Gasto medio diario por persona	2016	151
Rusia	Dato base	Duración media de los viajes	2019	8,64
Rusia	Dato base	Duración media de los viajes	2018	8,90
Rusia	Dato base	Duración media de los viajes	2017	9,66
Rusia	Dato base	Duración media de los viajes	2016	10,66
Rusia	Tasa de variación anual	Gasto total	2019	6,04
Rusia	Tasa de variación anual	Gasto total	2018	3,22
Rusia	Tasa de variación anual	Gasto total	2017	12,71
Rusia	Tasa de variación anual	Gasto total	2016	1,43
Rusia	Tasa de variación anual	Gasto medio por persona	2019	-0,94
Rusia	Tasa de variación anual	Gasto medio por persona	2018	-3,30
Rusia	Tasa de variación anual	Gasto medio por persona	2017	-1,55
Rusia	Tasa de variación anual	Gasto medio por persona	2016	-0,27
Rusia	Tasa de variación anual	Gasto medio diario por persona	2019	2,04
Rusia	Tasa de variación anual	Gasto medio diario por persona	2018	5,00
Rusia	Tasa de variación anual	Gasto medio diario por persona	2017	8,59
Rusia	Tasa de variación anual	Gasto medio diario por persona	2016	-0,13
Rusia	Tasa de variación anual	Duración media de los viajes	2019	-2,92
Rusia	Tasa de variación anual	Duración media de los viajes	2018	-7,90
Rusia	Tasa de variación anual	Duración media de los viajes	2017	-9,33
Rusia	Tasa de variación anual	Duración media de los viajes	2016	-0,14
Suiza 	Dato base	Gasto total	2019	1.756,14
Suiza 	Dato base	Gasto total	2018	1.746,64
Suiza 	Dato base	Gasto total	2017	1.874,60
Suiza 	Dato base	Gasto total	2016	1.543,83
Suiza 	Dato base	Gasto medio por persona	2019	969
Suiza 	Dato base	Gasto medio por persona	2018	928
Suiza 	Dato base	Gasto medio por persona	2017	910
Suiza 	Dato base	Gasto medio por persona	2016	906
Suiza 	Dato base	Gasto medio diario por persona	2019	127
Suiza 	Dato base	Gasto medio diario por persona	2018	126
Suiza 	Dato base	Gasto medio diario por persona	2017	119
Suiza 	Dato base	Gasto medio diario por persona	2016	115
Suiza 	Dato base	Duración media de los viajes	2019	7,62
Suiza 	Dato base	Duración media de los viajes	2018	7,34
Suiza 	Dato base	Duración media de los viajes	2017	7,66
Suiza 	Dato base	Duración media de los viajes	2016	7,86
Suiza 	Tasa de variación anual	Gasto total	2019	0,54
Suiza 	Tasa de variación anual	Gasto total	2018	-6,83
Suiza 	Tasa de variación anual	Gasto total	2017	21,43
Suiza 	Tasa de variación anual	Gasto total	2016	5,90
Suiza 	Tasa de variación anual	Gasto medio por persona	2019	4,50
Suiza 	Tasa de variación anual	Gasto medio por persona	2018	1,89
Suiza 	Tasa de variación anual	Gasto medio por persona	2017	0,45
Suiza 	Tasa de variación anual	Gasto medio por persona	2016	-1,40
Suiza 	Tasa de variación anual	Gasto medio diario por persona	2019	0,67
Suiza 	Tasa de variación anual	Gasto medio diario por persona	2018	6,32
Suiza 	Tasa de variación anual	Gasto medio diario por persona	2017	3,14
Suiza 	Tasa de variación anual	Gasto medio diario por persona	2016	2,63
Suiza 	Tasa de variación anual	Duración media de los viajes	2019	3,81
Suiza 	Tasa de variación anual	Duración media de los viajes	2018	-4,17
Suiza 	Tasa de variación anual	Duración media de los viajes	2017	-2,61
Suiza 	Tasa de variación anual	Duración media de los viajes	2016	-3,92
Resto de Europa	Dato base	Gasto total	2019	6.946,68
Resto de Europa	Dato base	Gasto total	2018	6.104,27
Resto de Europa	Dato base	Gasto total	2017	5.642,79
Resto de Europa	Dato base	Gasto total	2016	4.819,00
Resto de Europa	Dato base	Gasto medio por persona	2019	1.078
Resto de Europa	Dato base	Gasto medio por persona	2018	1.017
Resto de Europa	Dato base	Gasto medio por persona	2017	1.018
Resto de Europa	Dato base	Gasto medio por persona	2016	959
Resto de Europa	Dato base	Gasto medio diario por persona	2019	152
Resto de Europa	Dato base	Gasto medio diario por persona	2018	139
Resto de Europa	Dato base	Gasto medio diario por persona	2017	130
Resto de Europa	Dato base	Gasto medio diario por persona	2016	123
Resto de Europa	Dato base	Duración media de los viajes	2019	7,11
Resto de Europa	Dato base	Duración media de los viajes	2018	7,30
Resto de Europa	Dato base	Duración media de los viajes	2017	7,84
Resto de Europa	Dato base	Duración media de los viajes	2016	7,77
Resto de Europa	Tasa de variación anual	Gasto total	2019	13,80
Resto de Europa	Tasa de variación anual	Gasto total	2018	8,18
Resto de Europa	Tasa de variación anual	Gasto total	2017	17,09
Resto de Europa	Tasa de variación anual	Gasto total	2016	12,48
Resto de Europa	Tasa de variación anual	Gasto medio por persona	2019	6,07
Resto de Europa	Tasa de variación anual	Gasto medio por persona	2018	-0,12
Resto de Europa	Tasa de variación anual	Gasto medio por persona	2017	6,19
Resto de Europa	Tasa de variación anual	Gasto medio por persona	2016	-4,03
Resto de Europa	Tasa de variación anual	Gasto medio diario por persona	2019	8,89
Resto de Europa	Tasa de variación anual	Gasto medio diario por persona	2018	7,32
Resto de Europa	Tasa de variación anual	Gasto medio diario por persona	2017	5,20
Resto de Europa	Tasa de variación anual	Gasto medio diario por persona	2016	1,45
Resto de Europa	Tasa de variación anual	Duración media de los viajes	2019	-2,60
Resto de Europa	Tasa de variación anual	Duración media de los viajes	2018	-6,94
Resto de Europa	Tasa de variación anual	Duración media de los viajes	2017	0,94
Resto de Europa	Tasa de variación anual	Duración media de los viajes	2016	-5,41
Estados Unidos de América	Dato base	Gasto total	2019	5.772,90
Estados Unidos de América	Dato base	Gasto total	2018	5.210,66
Estados Unidos de América	Dato base	Gasto total	2017	4.745,00
Estados Unidos de América	Dato base	Gasto total	2016	3.811,47
Estados Unidos de América	Dato base	Gasto medio por persona	2019	1.736
Estados Unidos de América	Dato base	Gasto medio por persona	2018	1.761
Estados Unidos de América	Dato base	Gasto medio por persona	2017	1.799
Estados Unidos de América	Dato base	Gasto medio por persona	2016	1.904
Estados Unidos de América	Dato base	Gasto medio diario por persona	2019	264
Estados Unidos de América	Dato base	Gasto medio diario por persona	2018	258
Estados Unidos de América	Dato base	Gasto medio diario por persona	2017	246
Estados Unidos de América	Dato base	Gasto medio diario por persona	2016	234
Estados Unidos de América	Dato base	Duración media de los viajes	2019	6,57
Estados Unidos de América	Dato base	Duración media de los viajes	2018	6,81
Estados Unidos de América	Dato base	Duración media de los viajes	2017	7,32
Estados Unidos de América	Dato base	Duración media de los viajes	2016	8,14
Estados Unidos de América	Tasa de variación anual	Gasto total	2019	10,79
Estados Unidos de América	Tasa de variación anual	Gasto total	2018	9,81
Estados Unidos de América	Tasa de variación anual	Gasto total	2017	24,49
Estados Unidos de América	Tasa de variación anual	Gasto total	2016	-3,52
Estados Unidos de América	Tasa de variación anual	Gasto medio por persona	2019	-1,39
Estados Unidos de América	Tasa de variación anual	Gasto medio por persona	2018	-2,13
Estados Unidos de América	Tasa de variación anual	Gasto medio por persona	2017	-5,51
Estados Unidos de América	Tasa de variación anual	Gasto medio por persona	2016	-10,56
Estados Unidos de América	Tasa de variación anual	Gasto medio diario por persona	2019	2,34
Estados Unidos de América	Tasa de variación anual	Gasto medio diario por persona	2018	5,06
Estados Unidos de América	Tasa de variación anual	Gasto medio diario por persona	2017	5,08
Estados Unidos de América	Tasa de variación anual	Gasto medio diario por persona	2016	22,75
Estados Unidos de América	Tasa de variación anual	Duración media de los viajes	2019	-3,64
Estados Unidos de América	Tasa de variación anual	Duración media de los viajes	2018	-6,85
Estados Unidos de América	Tasa de variación anual	Duración media de los viajes	2017	-10,08
Estados Unidos de América	Tasa de variación anual	Duración media de los viajes	2016	-27,14
Resto América	Dato base	Gasto total	2019	7.096,40
Resto América	Dato base	Gasto total	2018	6.852,11
Resto América	Dato base	Gasto total	2017	6.690,88
Resto América	Dato base	Gasto total	2016	5.420,86
Resto América	Dato base	Gasto medio por persona	2019	1.884
Resto América	Dato base	Gasto medio por persona	2018	2.009
Resto América	Dato base	Gasto medio por persona	2017	2.072
Resto América	Dato base	Gasto medio por persona	2016	2.108
Resto América	Dato base	Gasto medio diario por persona	2019	258
Resto América	Dato base	Gasto medio diario por persona	2018	239
Resto América	Dato base	Gasto medio diario por persona	2017	218
Resto América	Dato base	Gasto medio diario por persona	2016	224
Resto América	Dato base	Duración media de los viajes	2019	7,29
Resto América	Dato base	Duración media de los viajes	2018	8,42
Resto América	Dato base	Duración media de los viajes	2017	9,50
Resto América	Dato base	Duración media de los viajes	2016	9,41
