País de residencia	Tipo de dato	Gastos y duración media de los viajes	Periodo	Total
Resto América	Tasa de variación anual	Gasto total	2019	3,57
Resto América	Tasa de variación anual	Gasto total	2018	2,41
Resto América	Tasa de variación anual	Gasto total	2017	23,43
Resto América	Tasa de variación anual	Gasto total	2016	21,09
Resto América	Tasa de variación anual	Gasto medio por persona	2019	-6,23
Resto América	Tasa de variación anual	Gasto medio por persona	2018	-3,07
Resto América	Tasa de variación anual	Gasto medio por persona	2017	-1,67
Resto América	Tasa de variación anual	Gasto medio por persona	2016	-2,46
Resto América	Tasa de variación anual	Gasto medio diario por persona	2019	8,36
Resto América	Tasa de variación anual	Gasto medio diario por persona	2018	9,35
Resto América	Tasa de variación anual	Gasto medio diario por persona	2017	-2,60
Resto América	Tasa de variación anual	Gasto medio diario por persona	2016	11,97
Resto América	Tasa de variación anual	Duración media de los viajes	2019	-13,46
Resto América	Tasa de variación anual	Duración media de los viajes	2018	-11,36
Resto América	Tasa de variación anual	Duración media de los viajes	2017	0,95
Resto América	Tasa de variación anual	Duración media de los viajes	2016	-12,89
Resto del Mundo	Dato base	Gasto total	2019	10.774,64
Resto del Mundo	Dato base	Gasto total	2018	10.249,61
Resto del Mundo	Dato base	Gasto total	2017	9.754,95
Resto del Mundo	Dato base	Gasto total	2016	8.748,40
Resto del Mundo	Dato base	Gasto medio por persona	2019	1.907
Resto del Mundo	Dato base	Gasto medio por persona	2018	1.994
Resto del Mundo	Dato base	Gasto medio por persona	2017	2.005
Resto del Mundo	Dato base	Gasto medio por persona	2016	2.033
Resto del Mundo	Dato base	Gasto medio diario por persona	2019	305
Resto del Mundo	Dato base	Gasto medio diario por persona	2018	293
Resto del Mundo	Dato base	Gasto medio diario por persona	2017	280
Resto del Mundo	Dato base	Gasto medio diario por persona	2016	270
Resto del Mundo	Dato base	Duración media de los viajes	2019	6,25
Resto del Mundo	Dato base	Duración media de los viajes	2018	6,81
Resto del Mundo	Dato base	Duración media de los viajes	2017	7,16
Resto del Mundo	Dato base	Duración media de los viajes	2016	7,52
Resto del Mundo	Tasa de variación anual	Gasto total	2019	5,12
Resto del Mundo	Tasa de variación anual	Gasto total	2018	5,07
Resto del Mundo	Tasa de variación anual	Gasto total	2017	11,51
Resto del Mundo	Tasa de variación anual	Gasto total	2016	12,15
Resto del Mundo	Tasa de variación anual	Gasto medio por persona	2019	-4,37
Resto del Mundo	Tasa de variación anual	Gasto medio por persona	2018	-0,53
Resto del Mundo	Tasa de variación anual	Gasto medio por persona	2017	-1,38
Resto del Mundo	Tasa de variación anual	Gasto medio por persona	2016	-2,93
Resto del Mundo	Tasa de variación anual	Gasto medio diario por persona	2019	4,07
Resto del Mundo	Tasa de variación anual	Gasto medio diario por persona	2018	4,65
Resto del Mundo	Tasa de variación anual	Gasto medio diario por persona	2017	3,51
Resto del Mundo	Tasa de variación anual	Gasto medio diario por persona	2016	-1,14
Resto del Mundo	Tasa de variación anual	Duración media de los viajes	2019	-8,11
Resto del Mundo	Tasa de variación anual	Duración media de los viajes	2018	-4,95
Resto del Mundo	Tasa de variación anual	Duración media de los viajes	2017	-4,72
Resto del Mundo	Tasa de variación anual	Duración media de los viajes	2016	-1,81
