mm_aaaa;A0;A0_1;A0_7;A1;pais;ccaa;gastototal;factoregatur
082019;2;20190800047437;3;1;03;09;85.846074146;4553.2409928
082019;2;20190800047447;3;1;03;09;65.423037073;4553.2409928
082019;2;20190800047451;3;1;03;09;72.923037073;4553.2409928
082019;2;20190800047457;4;1;03;98;0;1999.4447611
082019;2;20190800047459;4;1;03;98;0;1999.4447611
082019;2;20190800047461;4;1;03;98;79.988080931;1999.4447611
082019;2;20190800047463;4;1;03;98;54.988080931;1999.4447611
082019;2;20190800047465;4;1;03;98;0;1999.4447611
082019;2;20190800047495;4;1;03;98;74.988080931;1999.4447611
082019;2;20190800047500;4;1;07;98;76.385373132;4576.1508605
082019;2;20190800047503;4;1;03;98;65.552039798;1697.5043092
082019;2;20190800047504;4;1;09;98;51.385373132;1279.9545123
082019;2;20190800047510;4;1;09;98;58.052039798;1279.9545123
082019;2;20190800047515;3;1;03;07;55.550746707;1254.7344277
082019;2;20190800047519;4;1;03;98;146.3020398;1697.5043092
082019;2;20190800047521;4;1;02;98;68.052039798;2464.7348003
082019;2;20190800047524;3;1;07;07;51.800746707;3382.526925
082019;2;20190800047531;3;1;07;07;53.050746707;3382.526925
082019;2;20190800047534;4;1;07;98;70.552039798;4576.1508605
082019;2;20190800047539;3;1;05;07;43.550746707;3760.181011
082019;2;20190800047540;4;1;03;98;81.802039798;1697.5043092
082019;2;20190800047545;4;1;03;98;50.552039798;1697.5043092
082019;2;20190800047546;3;1;07;01;53.050746707;2284.8931608
082019;2;20190800047548;4;1;08;98;43.052039798;2464.7348003
082019;2;20190800047552;3;1;07;01;34.717413373;2284.8931608
082019;2;20190800047553;4;1;08;98;41.552039798;2464.7348003
082019;2;20190800047555;3;1;07;01;51.101493413;4715.8884484
082019;2;20190800047558;3;1;07;01;50.550746707;2284.8931608
082019;2;20190800047564;3;1;07;01;38.550746707;2284.8931608
082019;2;20190800047570;4;1;03;98;75.552039798;1697.5043092
082019;2;20190800047574;3;1;07;01;55.550746707;2284.8931608
082019;2;20190800047576;3;1;07;01;31.800746707;4715.8884484
082019;2;20190800047580;3;1;07;13;53.050746707;5065.536966
082019;2;20190800047584;3;1;07;01;100.55074671;4715.8884484
082019;2;20190800047588;3;1;07;01;44.550746707;2284.8931608
082019;2;20190800047592;3;1;07;01;48.050746707;2284.8931608
082019;2;20190800047598;3;1;07;01;35.550746707;2284.8931608
082019;2;20190800047601;3;1;07;01;51.101493413;2284.8931608
082019;2;20190800047606;3;1;07;01;51.101493413;2284.8931608
082019;2;20190800047611;3;1;07;01;40.550746707;4715.8884484
082019;2;20190800047617;3;1;07;01;35.550746707;2284.8931608
082019;2;20190800047620;3;1;07;01;103.05074671;2284.8931608
082019;2;20190800047621;3;1;07;01;68.550746707;2284.8931608
082019;2;20190800047628;3;1;07;01;51.101493413;2284.8931608
082019;2;20190800047632;3;1;03;02;52.423037073;444.23515988
082019;2;20190800047640;3;1;03;02;60.173037073;916.87589371
082019;2;20190800047644;3;1;06;02;45.423037073;812.04111172
082019;2;20190800047645;3;1;03;02;85.846074146;916.87589371
082019;2;20190800047651;3;1;03;02;52.923037073;916.87589371
082019;2;20190800047654;3;3;10;09;432.57142857;376.72011403
082019;2;20190800047655;3;3;06;09;1040;376.72011403
082019;2;20190800047656;3;3;01;09;299.44452261;753.44022806
082019;2;20190800047657;3;3;12;09;708.94452261;1130.1603421
082019;2;20190800047658;3;3;11;09;1014.54;753.44022806
082019;2;20190800047659;3;3;02;09;1204;376.72011403
082019;2;20190800047660;3;3;15;09;718.05236564;382.16684053
082019;2;20190800047661;3;3;13;09;1814.85;382.16684053
082019;2;20190800047662;3;3;15;09;1253;764.33368106
082019;2;20190800047663;3;3;05;09;1242.8571429;5607.8709418
082019;2;20190800047664;3;3;13;09;1260;382.16684053
082019;2;20190800047665;3;3;10;09;701.67327261;1506.8804561
082019;2;20190800047667;3;3;12;09;1195.75;753.44022806
082019;2;20190800047719;3;3;06;09;1050;376.72011403
082019;2;20190800047721;3;3;14;09;2050;382.16684053
082019;2;20190800047722;3;3;05;09;2020;2243.1483767
082019;2;20190800047723;3;3;15;09;1020;764.33368106
082019;2;20190800047724;3;3;15;09;4060;764.33368106
082019;2;20190800047727;3;3;04;09;2550;1130.1603421
082019;2;20190800047768;3;3;13;01;141.71289229;443.02782511
082019;2;20190800047770;3;3;07;01;130.94736842;873.42738875
082019;2;20190800047771;3;3;15;01;296.62736842;177.21113005
082019;2;20190800047772;3;3;14;01;95.79961303;177.21113005
082019;2;20190800047773;3;3;13;01;174.69868421;177.21113005
082019;2;20190800047775;3;3;13;01;95.79961303;354.42226009
082019;2;20190800047776;3;3;14;01;141.71289229;354.42226009
082019;2;20190800047777;3;3;01;01;114.67840393;349.3709555
082019;2;20190800047778;3;3;13;01;242.76473684;177.21113005
082019;2;20190800047782;3;3;13;01;95.79961303;177.21113005
082019;2;20190800047784;3;3;15;01;538.27892803;177.21113005
082019;2;20190800047789;3;3;13;01;446.99641713;177.21113005
082019;2;20190800047792;3;3;13;01;386.41756194;177.21113005
082019;2;20190800047794;3;3;13;01;358.64962582;177.21113005
082019;2;20190800047795;3;3;15;01;361.48399954;177.21113005
082019;2;20190800047797;3;3;12;01;303.06122449;174.68547775
082019;2;20190800047809;4;3;08;98;88.705431151;57.709850181
082019;2;20190800047814;4;3;08;98;84.955431151;173.12955054
082019;2;20190800047815;3;3;08;10;214.40891778;216.33537177
082019;2;20190800047816;3;3;08;10;128.88418191;216.33537177
082019;2;20190800047817;3;3;08;10;297.08071429;216.33537177
082019;2;20190800047818;3;3;08;10;172.54642857;216.33537177
082019;2;20190800047819;3;3;08;10;141.71289229;540.83842942
082019;2;20190800047820;3;3;08;10;433.725;216.33537177
082019;2;20190800047821;3;3;08;10;141.71289229;216.33537177
082019;2;20190800047822;3;3;08;10;141.71289229;432.67074354
082019;2;20190800047823;3;3;08;10;141.71289229;216.33537177
082019;2;20190800047825;3;3;08;10;325.09214286;216.33537177
082019;2;20190800047826;3;3;08;10;357.59214286;216.33537177
082019;2;20190800047828;3;3;08;10;141.71289229;324.50305765
082019;2;20190800047829;3;3;08;10;141.71289229;649.00611531
082019;2;20190800047830;3;3;08;10;740.18428571;216.33537177
082019;2;20190800047832;3;3;08;10;458.33333333;216.33537177
082019;2;20190800047834;3;3;08;10;141.71289229;216.33537177
082019;2;20190800047835;3;3;08;10;157.55894591;216.33537177
082019;2;20190800047836;3;3;08;10;141.71289229;216.33537177
082019;2;20190800047837;3;3;08;10;252.83895988;216.33537177
082019;2;20190800047838;3;3;08;10;386.09714286;216.33537177
082019;2;20190800047839;3;3;08;10;380.09285714;432.67074354
082019;2;20190800047840;3;3;08;10;284.69126781;108.16768588
082019;2;20190800047841;3;3;08;10;215.37161077;216.33537177
082019;2;20190800047842;3;3;08;10;358.08285714;216.33537177
082019;2;20190800047843;3;3;08;10;141.71289229;216.33537177
082019;2;20190800047844;3;3;08;10;477.59214286;216.33537177
082019;2;20190800047845;3;3;08;10;141.71289229;540.83842942
082019;2;20190800047846;3;3;08;10;141.71289229;324.50305765
082019;2;20190800047847;3;3;08;10;339.71428571;216.33537177
082019;2;20190800047848;3;3;08;10;141.71289229;216.33537177
082019;2;20190800047849;3;3;08;10;427.13754647;216.33537177
082019;2;20190800047853;4;1;03;98;80.988080931;3237.0893533
082019;2;20190800047912;3;1;07;11;40.550746707;1299.6270322
082019;2;20190800047915;3;1;07;11;30.550746707;1299.6270322
082019;2;20190800047918;3;1;07;11;35.550746707;1299.6270322
082019;2;20190800047924;3;1;07;11;45.550746707;1299.6270322
082019;2;20190800047929;3;1;07;11;40.550746707;1299.6270322
082019;2;20190800047933;3;1;07;11;40.550746707;1299.6270322
082019;2;20190800047938;3;1;07;11;300.55074671;1299.6270322
082019;2;20190800047939;3;1;07;11;50.550746707;1299.6270322
082019;2;20190800049016;3;2;01;04;720;3566.5941592
082019;2;20190800049019;3;2;01;04;159.33926545;3566.5941592
092019;2;20190800049705;4;2;05;98;32.865754908;264.7792963
082019;2;20190800049705;4;2;05;98;22.538496933;319.80461526
092019;2;20190800049757;4;1;15;98;99.697578161;269.01262588
082019;2;20190800049757;4;1;15;98;68.738080931;936.07290096
082019;2;20190800049760;4;1;03;98;137.48808093;3237.0893533
082019;2;20190800049788;4;1;05;98;228.73808093;598.27792058
082019;2;20190800049798;4;1;03;98;97.988080931;3237.0893533
082019;2;20190800049800;4;1;02;98;99.976161863;579.15609778
082019;2;20190800049802;4;1;03;98;309.98808093;3237.0893533
082019;2;20190800049804;4;1;03;98;179.98808093;3237.0893533
082019;2;20190800049807;4;1;03;98;99.988080931;3237.0893533
082019;2;20190800049808;4;1;03;98;157.13093807;3237.0893533
082019;2;20190800049809;4;1;03;98;276.32141426;3237.0893533
092019;2;20190800049812;4;1;06;98;99.697578161;116.68772271
082019;2;20190800049812;4;1;06;98;209.11308093;623.89268009
082019;2;20190800049813;4;1;03;98;219.98808093;3237.0893533
082019;2;20190800049819;4;1;03;98;178.32141426;3237.0893533
082019;2;20190800049821;4;1;03;98;99.976161863;3237.0893533
082019;2;20190800049828;4;1;03;98;99.988080931;3237.0893533
082019;2;20190800049829;4;1;05;98;99.976161863;598.27792058
082019;2;20190800049831;4;1;01;98;99.976161863;1106.460145
082019;2;20190800049832;4;1;03;98;104.98808093;3237.0893533
082019;2;20190800049834;4;1;03;98;95.821414265;3237.0893533
082019;2;20190800049836;4;1;03;98;122.9047476;3237.0893533
082019;2;20190800049841;4;1;02;98;92.845223789;579.15609778
082019;2;20190800049846;4;1;03;98;183.32141426;3237.0893533
082019;2;20190800049850;4;1;01;98;0;1106.460145
082019;2;20190800049855;4;1;02;98;119.1547476;579.15609778
082019;2;20190800049856;4;1;03;98;116.6547476;3237.0893533
082019;2;20190800049857;4;1;03;98;108.32141426;3237.0893533
082019;2;20190800049866;4;1;01;98;201.98808093;1106.460145
082019;2;20190800049867;4;1;02;98;97.488080931;579.15609778
082019;2;20190800049872;4;1;02;98;0;579.15609778
082019;2;20190800049876;4;1;03;98;0;3237.0893533
082019;2;20190800049879;3;1;07;12;40.550746707;5905.1276891
082019;2;20190800049897;3;1;03;09;62.923037073;4553.2409928
082019;2;20190800049904;3;1;03;09;50.673037073;4553.2409928
082019;2;20190800049922;4;1;03;98;62.488080931;1999.4447611
082019;2;20190800049924;4;1;03;98;99.988080931;1999.4447611
082019;2;20190800049953;4;1;03;98;95.988080931;1999.4447611
082019;2;20190800049963;3;1;12;09;57.923037073;2719.4670307
082019;2;20190800049966;4;1;03;98;0;1999.4447611
082019;2;20190800049971;4;1;03;98;0;1999.4447611
082019;2;20190800049991;3;1;12;09;52.923037073;2719.4670307
082019;2;20190800049992;3;1;03;09;67.923037073;4553.2409928
082019;2;20190800049996;4;1;03;98;80.488080931;1999.4447611
082019;2;20190800049998;3;1;03;15;142.92303707;4292.5779777
082019;2;20190800050000;3;1;03;15;72.923037073;4292.5779777
082019;2;20190800050001;3;1;03;15;82.923037073;4292.5779777
082019;2;20190800050006;3;1;03;15;72.923037073;8859.6347726
082019;2;20190800050008;3;1;03;15;80.423037073;4292.5779777
082019;2;20190800050011;3;1;03;15;92.923037073;4292.5779777
082019;2;20190800050014;3;1;03;15;55.423037073;4292.5779777
082019;2;20190800050022;4;3;03;98;179.95543115;617.05396967
082019;2;20190800050032;4;3;03;98;178.70543115;871.16876688
082019;2;20190800050033;4;3;03;98;143.45543115;580.77917792
082019;2;20190800050035;4;3;15;98;107.03876448;353.96483962
082019;2;20190800050037;4;3;03;98;162.03876448;871.16876688
082019;2;20190800050038;4;3;03;98;272.20543115;290.38958896
082019;2;20190800050039;4;3;15;98;153.70543115;235.97655975
082019;2;20190800050040;4;3;03;98;103.70543115;1451.9479448
082019;2;20190800050041;4;3;03;98;161.95543115;580.77917792
082019;2;20190800050042;4;3;02;98;153.70543115;232.61336953
082019;2;20190800050043;4;3;03;98;178.70543115;871.16876688
082019;2;20190800050044;4;3;07;98;124.20543115;930.45347811
082019;2;20190800050045;4;3;03;98;221.20543115;871.16876688
082019;2;20190800050046;4;3;03;98;263.20543115;290.38958896
082019;2;20190800050047;4;3;03;98;178.70543115;580.77917792
082019;2;20190800050048;4;3;03;98;144.95543115;580.77917792
082019;2;20190800050049;4;3;03;98;178.70543115;580.77917792
082019;2;20190800050050;4;3;06;98;189.33043115;930.45347811
082019;2;20190800050051;4;3;03;98;163.20543115;290.38958896
082019;2;20190800050053;4;3;15;98;131.20543115;235.97655975
082019;2;20190800050057;4;3;03;98;159.70543115;580.77917792
082019;2;20190800050058;4;3;03;98;112.45543115;1161.5583558
082019;2;20190800050059;4;3;03;98;139.95543115;580.77917792
082019;2;20190800050060;4;3;03;98;145.37209782;871.16876688
082019;2;20190800050061;4;3;03;98;189.95543115;580.77917792
082019;2;20190800050062;4;3;01;98;171.87209782;697.84010858
082019;2;20190800050063;4;3;02;98;141.20543115;465.22673905
082019;2;20190800050064;4;3;03;98;154.58043115;1161.5583558
082019;2;20190800050065;4;3;05;98;146.20543115;2318.0630268
082019;2;20190800050066;4;3;03;98;135.83043115;1161.5583558
082019;2;20190800050067;4;3;15;98;138.70543115;117.98827987
082019;2;20190800050068;4;3;01;98;141.20543115;930.45347811
082019;2;20190800050069;4;3;02;98;250.95543115;465.22673905
082019;2;20190800050070;4;3;06;98;156.95543115;465.22673905
082019;2;20190800050071;4;3;03;98;153.70543115;290.38958896
082019;2;20190800050072;4;3;03;98;85.705431151;367.01063266
082019;2;20190800050075;4;3;15;98;91.205431151;152.45209814
082019;2;20190800050076;4;3;15;98;83.705431151;228.67814722
082019;2;20190800050077;4;3;03;98;87.705431151;183.50531633
082019;2;20190800050078;4;3;03;98;83.580431151;367.01063266
082019;2;20190800050079;4;3;03;98;82.955431151;183.50531633
082019;2;20190800050080;3;3;14;09;2012.5;764.33368106
082019;2;20190800050081;3;3;15;09;6000;382.16684053
082019;2;20190800050083;3;3;03;09;1129.5;2920.7038885
082019;2;20190800050084;3;3;08;09;1572.5;753.44022806
082019;2;20190800050085;3;3;13;09;214.40891778;573.25026079
082019;2;20190800050086;3;3;13;09;1015.4285714;191.08342026
082019;2;20190800050087;4;3;15;98;153.70543115;76.226049072
082019;2;20190800050088;4;3;15;98;123.70543115;76.226049072
082019;2;20190800050089;4;3;15;98;148.70543115;228.67814722
082019;2;20190800050090;4;3;15;98;118.70543115;76.226049072
082019;2;20190800050094;4;3;15;98;123.70543115;152.45209814
082019;2;20190800050095;4;3;03;98;103.70543115;91.752658165
082019;2;20190800050096;3;3;15;09;2180;382.16684053
082019;2;20190800050097;3;3;15;09;1520;191.08342026
082019;2;20190800050098;3;3;15;09;3065;191.08342026
082019;2;20190800050102;4;3;03;98;86.705431151;458.76329083
082019;2;20190800050104;4;3;03;98;196.20543115;91.752658165
082019;2;20190800050107;3;3;03;09;312.7007782;232.02518392
082019;2;20190800050108;3;3;12;09;65.087312754;1130.1603421
082019;2;20190800050109;3;3;15;09;705.61118928;573.25026079
082019;2;20190800050112;3;3;13;09;141.71289229;382.16684053
082019;2;20190800050113;3;3;15;09;238.0952381;1146.5005216
082019;2;20190800050114;4;3;08;98;92.455431151;115.41970036
082019;2;20190800050124;4;3;08;98;85.205431151;115.41970036
082019;2;20190800050127;4;3;07;98;89.538764484;119.05489157
092019;2;20190800050238;4;1;09;98;99.697578161;399.75235777
082019;2;20190800050238;4;1;09;98;132.48808093;1339.0868181
092019;2;20190800050245;4;1;09;98;99.697578161;399.75235777
082019;2;20190800050245;4;1;09;98;232.48808093;1339.0868181
082019;2;20190800050278;3;1;07;11;48.050746707;1299.6270322
082019;2;20190800050280;3;1;07;11;38.050746707;1299.6270322
082019;2;20190800050284;3;1;07;11;50.550746707;1299.6270322
082019;2;20190800050289;3;1;01;11;40.550746707;833.32958622
082019;2;20190800050290;3;1;07;11;33.050746707;1299.6270322
082019;2;20190800050293;3;1;07;11;45.550746707;1299.6270322
082019;2;20190800050295;3;1;07;11;45.550746707;1299.6270322
082019;2;20190800050302;3;1;07;11;60.550746707;2682.3556627
082019;2;20190800050304;3;1;07;11;75.550746707;1299.6270322
082019;2;20190800050306;3;1;07;11;50.550746707;1299.6270322
082019;2;20190800050339;4;2;14;98;46.538496933;712.10718936
082019;2;20190800050376;4;2;14;98;24.038496933;356.05359468
082019;2;20190800050379;4;2;13;98;0;356.05359468
082019;2;20190800050380;4;2;15;98;26.538496933;356.05359468
082019;2;20190800050382;4;2;04;98;0;1587.8120658
082019;2;20190800050386;4;2;07;98;0;1190.8590494
082019;2;20190800050387;4;2;11;98;0;396.95301645
082019;2;20190800050389;4;2;14;98;0;356.05359468
082019;2;20190800050393;4;2;14;98;22.038496933;356.05359468
082019;2;20190800050432;4;2;13;98;26.538496933;356.05359468
082019;2;20190800050433;4;2;07;98;19.038496933;396.95301645
082019;2;20190800050434;4;2;09;98;76.538496933;396.95301645
082019;2;20190800050435;4;2;05;98;19.538496933;925.63664013
082019;2;20190800050438;4;2;14;98;26.538496933;356.05359468
082019;2;20190800050444;4;2;14;98;0;1068.160784
082019;2;20190800050445;4;2;07;98;21.038496933;793.9060329
082019;2;20190800050791;3;2;12;04;350.1118267;2350.396782
082019;2;20190800050796;3;2;01;04;350.1118267;7133.1883184
082019;2;20190800050832;3;2;09;04;350.1118267;481.30721659
082019;2;20190800051163;4;1;02;98;129.98808093;579.15609778
082019;2;20190800051164;4;1;03;98;94.988080931;3237.0893533
082019;2;20190800051169;4;1;05;98;154.98808093;598.27792058
082019;2;20190800051172;4;1;05;98;149.98808093;598.27792058
082019;2;20190800051177;4;1;03;98;129.98808093;3237.0893533
082019;2;20190800051183;4;1;03;98;119.98808093;3237.0893533
082019;2;20190800051185;4;1;03;98;99.988080931;3237.0893533
082019;2;20190800051193;4;1;03;98;114.98808093;3237.0893533
082019;2;20190800051199;4;1;03;98;94.988080931;3237.0893533
082019;2;20190800051203;4;1;05;98;114.98808093;598.27792058
082019;2;20190800051204;4;1;03;98;184.98808093;3237.0893533
082019;2;20190800051207;4;1;02;98;89.988080931;579.15609778
082019;2;20190800051208;4;1;03;98;159.98808093;3237.0893533
092019;2;20190800051213;4;1;06;98;99.697578161;116.68772271
082019;2;20190800051213;4;1;06;98;134.98808093;623.89268009
082019;2;20190800051222;4;1;05;98;84.988080931;598.27792058
092019;2;20190800051223;4;1;06;98;99.697578161;116.68772271
082019;2;20190800051223;4;1;06;98;109.98808093;623.89268009
082019;2;20190800051224;4;1;03;98;139.98808093;3237.0893533
092019;2;20190800051225;4;1;06;98;99.697578161;116.68772271
082019;2;20190800051225;4;1;06;98;154.98808093;623.89268009
082019;2;20190800051227;4;1;05;98;129.98808093;598.27792058
082019;2;20190800051229;4;1;02;98;89.988080931;579.15609778
082019;2;20190800051233;4;1;02;98;125.48808093;579.15609778
082019;2;20190800051235;3;1;07;12;41.800746707;2861.0909732
082019;2;20190800051246;4;1;03;98;63.321414265;1999.4447611
082019;2;20190800051250;4;1;03;98;69.988080931;1999.4447611
082019;2;20190800051254;4;1;03;98;67.488080931;1999.4447611
082019;2;20190800051255;4;1;03;98;99.988080931;1999.4447611
082019;2;20190800051257;4;1;15;98;95.988080931;2464.7348003
082019;2;20190800051264;4;1;03;98;124.98808093;1999.4447611
082019;2;20190800051272;4;1;03;98;124.98808093;1999.4447611
082019;2;20190800051280;4;1;03;98;140.98808093;1999.4447611
082019;2;20190800051283;4;1;03;98;91.238080931;1999.4447611
082019;2;20190800051289;4;1;03;98;94.988080931;1999.4447611
082019;2;20190800051298;3;1;03;02;75.423037073;444.23515988
082019;2;20190800051312;3;1;03;02;46.423037073;916.87589371
082019;2;20190800051314;3;1;03;02;85.846074146;916.87589371
082019;2;20190800051317;4;3;03;98;187.20543115;617.05396967
082019;2;20190800051318;4;3;03;98;178.70543115;617.05396967
082019;2;20190800051323;4;3;15;98;128.70543115;353.96483962
082019;2;20190800051324;4;3;03;98;152.70543115;290.38958896
082019;2;20190800051326;4;3;03;98;208.70543115;580.77917792
082019;2;20190800051327;4;3;15;98;99.955431151;471.9531195
082019;2;20190800051328;4;3;03;98;112.03876448;1742.3375338
082019;2;20190800051329;4;3;15;98;266.20543115;235.97655975
082019;2;20190800051330;4;3;03;98;163.70543115;580.77917792
082019;2;20190800051332;4;3;03;98;166.20543115;290.38958896
082019;2;20190800051334;4;3;03;98;278.70543115;290.38958896
082019;2;20190800051335;4;3;03;98;178.70543115;290.38958896
082019;2;20190800051337;4;3;07;98;278.70543115;232.61336953
082019;2;20190800051338;4;3;15;98;213.04876448;353.96483962
082019;2;20190800051339;4;3;02;98;180.95543115;465.22673905
082019;2;20190800051340;4;3;02;98;278.70543115;232.61336953
082019;2;20190800051341;4;3;03;98;121.20543115;580.77917792
082019;2;20190800051342;4;3;15;98;98.705431151;471.9531195
082019;2;20190800051344;4;3;15;98;133.70543115;353.96483962
082019;2;20190800051345;4;3;03;98;123.70543115;580.77917792
082019;2;20190800051347;4;3;03;98;120.37209782;871.16876688
082019;2;20190800051348;4;3;15;98;141.20543115;235.97655975
082019;2;20190800051350;4;3;01;98;383.70543115;232.61336953
082019;2;20190800051351;4;3;01;98;166.20543115;465.22673905
082019;2;20190800051353;4;3;03;98;188.70543115;290.38958896
082019;2;20190800051354;4;3;03;98;144.37209782;871.16876688
082019;2;20190800051356;4;3;03;98;155.37209782;871.16876688
082019;2;20190800051357;4;3;03;98;163.70543115;290.38958896
082019;2;20190800051358;4;3;15;98;127.72143115;589.94139937
082019;2;20190800051359;4;3;03;98;133.70543115;580.77917792
082019;2;20190800051360;4;3;15;98;108.70543115;235.97655975
082019;2;20190800051361;4;3;02;98;161.20543115;930.45347811
082019;2;20190800051362;4;3;03;98;112.03876448;871.16876688
082019;2;20190800051373;4;3;08;98;86.205431151;115.41970036
082019;2;20190800051376;4;3;08;98;95.372097817;86.564775272
082019;2;20190800051379;4;3;08;98;94.955431151;57.709850181
082019;2;20190800051381;4;3;08;98;83.705431151;115.41970036
082019;2;20190800051382;4;3;08;98;0;115.41970036
082019;2;20190800051383;3;3;08;06;341.65155641;1777.0255473
082019;2;20190800051489;4;1;02;98;68.988080931;579.15609778
082019;2;20190800051504;4;1;03;98;239.98808093;3237.0893533
082019;2;20190800051598;4;2;02;98;22.538496933;430.62736014
082019;2;20190800051685;4;2;12;98;21.538496933;255.38515686
082019;2;20190800051687;4;2;08;98;18.038496933;675.42213287
082019;2;20190800051723;3;2;03;09;195.05591335;280.71698772
082019;2;20190800051726;4;2;15;98;18.038496933;320.99054509
082019;2;20190800051730;4;2;15;98;26.538496933;320.99054509
092019;2;20190800051732;4;2;05;98;32.865754908;264.7792963
082019;2;20190800051732;4;2;05;98;31.538496933;319.80461526
082019;2;20190800051944;4;2;15;98;52.538496933;558.84746109
082019;2;20190800052257;3;2;08;04;421.42857143;6002.1964655
082019;2;20190800052342;4;2;07;98;18.538496933;553.50614886
082019;2;20190800052345;4;2;03;98;43.788496933;917.5462091
082019;2;20190800052484;4;2;14;98;19.038496933;605.84995854
082019;2;20190800052574;4;2;07;98;117.03849693;200.01980307
082019;2;20190800052638;4;1;02;98;114.98808093;579.15609778
082019;2;20190800052639;4;1;03;98;119.98808093;3237.0893533
082019;2;20190800052642;4;1;05;98;149.98808093;598.27792058
082019;2;20190800052648;4;1;03;98;84.488080931;3237.0893533
082019;2;20190800052655;4;1;05;98;112.48808093;598.27792058
082019;2;20190800052656;4;1;02;98;228.98808093;579.15609778
082019;2;20190800052660;3;1;03;09;85.846074146;7371.6704897
082019;2;20190800052668;4;1;03;98;64.988080931;2848.0380908
082019;2;20190800052687;3;1;03;09;66.673037073;2206.0889094
082019;2;20190800052688;3;1;03;09;55.423037073;2206.0889094
082019;2;20190800052692;3;1;03;09;52.923037073;4553.2409928
082019;2;20190800052698;3;1;03;09;77.423037073;2206.0889094
082019;2;20190800052705;3;1;03;09;117.92303707;2206.0889094
082019;2;20190800052711;3;1;02;09;60.673037073;2719.4670307
082019;2;20190800052714;3;1;03;09;85.423037073;2206.0889094
082019;2;20190800052715;3;1;03;09;55.423037073;4553.2409928
082019;2;20190800052724;3;1;03;09;50.423037073;2206.0889094
082019;2;20190800052728;3;1;03;09;105.42303707;2206.0889094
082019;2;20190800052732;3;1;03;09;87.08970374;2206.0889094
082019;2;20190800052734;3;1;03;09;125.42303707;2206.0889094
082019;2;20190800052738;3;1;03;09;49.173037073;2206.0889094
082019;2;20190800052742;3;1;03;09;45.923037073;2206.0889094
082019;2;20190800052746;3;1;03;09;67.923037073;4553.2409928
082019;2;20190800052752;3;1;03;09;85.846074146;4553.2409928
082019;2;20190800052758;3;1;03;09;77.923037073;2206.0889094
082019;2;20190800052760;3;1;03;09;117.92303707;2206.0889094
082019;2;20190800052765;3;1;03;09;85.846074146;4553.2409928
082019;2;20190800052768;3;1;03;09;80.423037073;2206.0889094
082019;2;20190800052773;3;1;03;16;92.923037073;2578.0014726
082019;2;20190800052775;3;1;03;16;92.923037073;2578.0014726
082019;2;20190800052779;3;1;03;16;67.923037073;2578.0014726
082019;2;20190800052780;3;1;03;16;47.923037073;2578.0014726
082019;2;20190800052783;3;1;03;16;99.173037073;2578.0014726
082019;2;20190800052789;3;1;03;16;192.92303707;2578.0014726
082019;2;20190800052790;3;1;03;16;242.92303707;2578.0014726
082019;2;20190800052793;3;1;03;16;63.923037073;2578.0014726
082019;2;20190800052794;3;1;03;16;72.923037073;2578.0014726
082019;2;20190800052800;3;1;03;16;92.923037073;5320.8471946
082019;2;20190800052801;3;1;03;16;86.673037073;2578.0014726
082019;2;20190800052808;4;1;03;98;91.238080931;2921.882104
082019;2;20190800052810;3;1;03;16;67.923037073;2578.0014726
082019;2;20190800052812;3;1;03;16;99.173037073;2578.0014726
082019;2;20190800052814;3;1;03;16;67.923037073;2578.0014726
082019;2;20190800052816;3;1;03;07;42.217413373;1254.7344277
082019;2;20190800052817;4;1;03;98;48.052039798;1697.5043092
082019;2;20190800052822;3;1;03;07;45.550746707;1254.7344277
082019;2;20190800052828;4;1;03;98;55.302039798;1697.5043092
082019;2;20190800052829;4;1;03;98;80.552039798;1697.5043092
082019;2;20190800052831;3;1;07;07;40.550746707;3382.526925
082019;2;20190800052835;3;1;07;07;33.050746707;3382.526925
082019;2;20190800052842;3;1;07;07;35.550746707;3382.526925
082019;2;20190800052843;3;1;03;07;34.050746707;1254.7344277
082019;2;20190800052846;3;1;07;07;35.550746707;3382.526925
082019;2;20190800052854;4;1;03;98;51.052039798;1697.5043092
082019;2;20190800052862;3;1;03;02;132.92303707;444.23515988
082019;2;20190800052864;3;1;03;02;85.846074146;916.87589371
082019;2;20190800052867;3;1;03;02;85.846074146;916.87589371
082019;2;20190800052871;3;1;03;02;85.846074146;916.87589371
082019;2;20190800052873;3;1;03;02;74.673037073;916.87589371
082019;2;20190800052878;3;3;15;09;268.51154982;382.16684053
082019;2;20190800052879;3;3;14;09;416.66666667;1146.5005216
082019;2;20190800052881;3;3;13;09;633.5;382.16684053
082019;2;20190800052882;3;3;05;09;207.80018819;2243.1483767
082019;2;20190800052884;3;3;13;09;207.80018819;382.16684053
082019;2;20190800052990;3;3;13;09;5020;191.08342026
082019;2;20190800052991;3;3;13;09;969.80631725;382.16684053
082019;2;20190800052992;3;3;01;09;959.95967968;753.44022806
082019;2;20190800052993;3;3;14;09;1804.1958042;382.16684053
082019;2;20190800052994;3;3;15;09;1883.3619211;382.16684053
082019;2;20190800053026;3;3;14;09;500;764.33368106
082019;2;20190800053027;3;3;13;09;550;382.16684053
082019;2;20190800053028;3;3;13;09;215.37161077;955.41710132
082019;2;20190800053029;3;3;13;09;1848.6973333;573.25026079
082019;2;20190800053030;3;3;10;09;221.67852032;753.44022806
082019;2;20190800053031;3;3;14;09;141.71289229;573.25026079
