mm_aaaa;A0;A0_1;A0_7;A1;pais;ccaa;gastototal;factoregatur
022019;2;20190200012966;4;2;01;98;27.401201036;320.21349004
022019;2;20190200012967;4;2;09;98;32.401201036;1159.9647061
022019;2;20190200012970;4;2;14;98;29.901201036;386.74882889
022019;2;20190200012971;4;2;03;98;39.802402072;443.81137021
022019;2;20190200012972;4;2;03;98;21.151201036;1331.4341106
022019;2;20190200012974;4;2;03;98;29.901201036;443.81137021
022019;2;20190200012976;4;2;12;98;23.234534369;1739.9470591
022019;2;20190200012977;4;2;03;98;39.802402072;443.81137021
022019;2;20190200012978;4;2;09;98;39.802402072;1159.9647061
022019;2;20190200012979;4;2;03;98;39.802402072;221.90568511
022019;2;20190200012980;4;2;15;98;59.901201036;386.74882889
022019;2;20190200012981;4;2;08;98;39.802402072;223.03086948
022019;2;20190200012982;4;2;15;98;39.802402072;386.74882889
022019;2;20190200012983;4;2;02;98;27.401201036;579.98235303
022019;2;20190200013004;3;1;07;12;35.19586399;2129.3689759
022019;2;20190200013006;3;1;07;12;45.19586399;2129.3689759
022019;2;20190200013009;3;1;07;12;50.19586399;2129.3689759
022019;2;20190200013012;3;1;03;16;142.85855823;1649.6125861
022019;2;20190200013013;3;1;03;16;65.358558229;1649.6125861
022019;2;20190200013016;3;1;03;16;67.858558229;1649.6125861
022019;2;20190200013019;3;1;03;16;63.358558229;1649.6125861
022019;2;20190200013022;3;1;03;16;46.358558229;1649.6125861
022019;2;20190200013025;3;1;03;16;54.858558229;1649.6125861
022019;2;20190200013030;3;1;03;16;49.858558229;3948.9313031
022019;2;20190200013031;3;1;03;16;62.858558229;1649.6125861
022019;2;20190200013032;3;1;03;16;57.858558229;3948.9313031
022019;2;20190200013038;3;1;03;16;47.858558229;1649.6125861
022019;2;20190200013040;3;1;03;16;55.358558229;1649.6125861
022019;2;20190200013041;3;1;03;16;99.358558229;1649.6125861
022019;2;20190200013047;4;1;03;98;55.557952643;264.93600967
022019;2;20190200013048;4;1;12;98;74.724619309;1659.9403719
022019;2;20190200013051;4;1;03;98;55.599619309;264.93600967
022019;2;20190200013060;3;1;07;07;27.69586399;1761.73391
022019;2;20190200013061;4;1;07;98;57.724619309;1530.8061852
022019;2;20190200013062;4;1;02;98;140.72461931;1659.9403719
022019;2;20190200013067;3;1;07;07;51.19586399;1761.73391
022019;2;20190200013072;4;1;03;98;87.224619309;264.93600967
022019;2;20190200013231;4;1;07;98;66.287005535;401.0896468
032019;2;20190200013231;4;1;07;98;94.871633381;441.93643207
022019;2;20190200013485;4;2;14;98;27.401201036;278.42974663
022019;2;20190200013493;4;2;14;98;39.802402072;278.42974663
022019;2;20190200013544;4;2;03;98;27.901201036;231.26213737
022019;2;20190200013546;4;2;15;98;54.901201036;278.42974663
022019;2;20190200013547;4;2;15;98;29.901201036;278.42974663
022019;2;20190200013557;4;2;12;98;22.401201036;280.55862932
022019;2;20190200013562;4;2;14;98;27.401201036;278.42974663
022019;2;20190200013614;4;2;12;98;24.901201036;280.55862932
022019;2;20190200013618;4;2;14;98;27.401201036;278.42974663
022019;2;20190200013624;4;2;10;98;36.151201036;561.11725863
022019;2;20190200013628;4;2;03;98;39.802402072;1775.2454809
022019;2;20190200013635;4;2;07;98;39.802402072;579.98235303
022019;2;20190200013664;4;2;03;98;39.802402072;221.90568511
022019;2;20190200013665;4;2;03;98;39.802402072;221.90568511
022019;2;20190200013666;4;2;05;98;39.802402072;740.42802428
022019;2;20190200013771;4;2;03;98;23.651201036;443.81137021
022019;2;20190200013772;4;2;14;98;32.401201036;773.49765777
022019;2;20190200013773;4;2;14;98;42.901201036;386.74882889
022019;2;20190200013798;4;2;13;98;24.901201036;386.74882889
022019;2;20190200013802;4;2;15;98;39.802402072;386.74882889
022019;2;20190200013803;4;2;03;98;20.901201036;221.90568511
022019;2;20190200013805;4;2;15;98;186.5678677;1160.2464867
022019;2;20190200013806;4;2;15;98;22.401201036;773.49765777
022019;2;20190200013807;4;2;03;98;22.901201036;221.90568511
022019;2;20190200013917;3;1;07;12;53.650040035;2925.3669884
022019;2;20190200013922;3;1;07;12;41.150040035;2925.3669884
022019;2;20190200013923;4;1;03;98;92.57401107;952.26630024
022019;2;20190200013925;4;1;03;98;92.57401107;952.26630024
022019;2;20190200013927;3;1;12;09;85.717116458;6359.8465104
022019;2;20190200013930;4;1;03;98;92.57401107;952.26630024
022019;2;20190200013932;4;1;03;98;92.57401107;952.26630024
022019;2;20190200013938;4;1;03;98;71.287005535;952.26630024
022019;2;20190200013942;4;1;03;98;92.57401107;952.26630024
022019;2;20190200013943;4;1;03;98;92.57401107;952.26630024
022019;2;20190200013948;3;1;12;09;85.717116458;6359.8465104
022019;2;20190200013949;3;1;03;09;56.358558229;8733.9395011
022019;2;20190200013952;4;1;03;98;92.57401107;952.26630024
022019;2;20190200013955;4;1;03;98;92.57401107;952.26630024
022019;2;20190200013961;3;1;03;02;85.717116458;739.33868595
022019;2;20190200013966;3;1;03;02;157.85855823;308.84872592
022019;2;20190200013969;4;3;03;98;196.34975377;438.53763382
022019;2;20190200013973;4;3;06;98;227.59975377;432.16256321
022019;2;20190200014144;3;1;03;09;47.671703739;5370.4595062
022019;2;20190200014151;4;1;03;98;54.787005535;1006.2913755
022019;2;20190200014155;4;4;03;98;53.598934932;184.65728134
032019;2;20190200014155;4;4;03;98;0;246.05209393
022019;2;20190200014158;4;4;01;98;53.598934932;27.454212313
032019;2;20190200014158;4;4;01;98;0;38.975036765
022019;2;20190200014162;4;2;13;98;24.901201036;475.00512068
022019;2;20190200014163;4;2;07;98;39.802402072;586.45450957
022019;2;20190200014165;4;2;15;98;39.802402072;475.00512068
022019;2;20190200014168;4;2;07;98;25.901201036;586.45450957
022019;2;20190200014169;4;2;07;98;39.802402072;586.45450957
022019;2;20190200014234;4;2;14;98;20.901201036;475.00512068
022019;2;20190200014242;4;2;14;98;39.802402072;475.00512068
022019;2;20190200014246;4;2;14;98;39.802402072;950.01024136
022019;2;20190200014248;4;2;14;98;24.901201036;475.00512068
022019;2;20190200014249;4;2;13;98;20.901201036;475.00512068
022019;2;20190200014256;4;2;14;98;29.901201036;475.00512068
022019;2;20190200014262;3;2;03;13;262.9643516;135.94677305
032019;2;20190200014262;3;2;03;13;265.38304425;262.51634815
022019;2;20190200014263;4;2;03;98;23.401201036;471.55156093
032019;2;20190200014263;4;2;03;98;39.410314604;408.17841718
022019;2;20190200014265;4;2;14;98;21.401201036;475.00512068
022019;2;20190200014266;3;2;03;13;197.9643516;135.94677305
032019;2;20190200014266;3;2;03;13;265.38304425;262.51634815
022019;2;20190200014267;4;2;07;98;21.401201036;586.45450957
022019;2;20190200014269;4;2;15;98;39.802402072;950.01024136
022019;2;20190200014328;4;2;14;98;22.901201036;2375.0256034
022019;2;20190200014337;4;2;03;98;24.901201036;471.55156093
032019;2;20190200014337;4;2;03;98;39.410314604;408.17841718
022019;2;20190200014587;4;2;14;98;39.802402072;386.74882889
022019;2;20190200014588;4;2;14;98;39.802402072;386.74882889
022019;2;20190200014589;4;2;05;98;39.802402072;1480.8560486
022019;2;20190200014590;4;2;05;98;39.802402072;1480.8560486
022019;2;20190200014691;4;2;14;98;25.526201036;1546.9953155
022019;2;20190200014694;4;2;14;98;28.901201036;386.74882889
022019;2;20190200014695;4;2;14;98;24.901201036;386.74882889
022019;2;20190200014696;4;2;14;98;39.802402072;386.74882889
022019;2;20190200014697;4;2;14;98;39.802402072;386.74882889
022019;2;20190200014698;4;2;14;98;26.901201036;386.74882889
022019;2;20190200014699;4;2;05;98;24.901201036;740.42802428
022019;2;20190200014701;4;2;14;98;39.802402072;386.74882889
022019;2;20190200014739;4;2;14;98;42.401201036;386.74882889
022019;2;20190200014741;4;2;05;98;39.802402072;740.42802428
022019;2;20190200014742;4;2;14;98;39.802402072;386.74882889
022019;2;20190200014743;4;2;05;98;39.802402072;2961.7120971
022019;2;20190200014744;4;2;05;98;27.401201036;1480.8560486
022019;2;20190200014745;4;2;05;98;24.901201036;740.42802428
022019;2;20190200014746;4;2;05;98;21.901201036;1480.8560486
022019;2;20190200014821;4;2;03;98;27.401201036;887.62274043
022019;2;20190200014825;4;2;03;98;39.802402072;443.81137021
022019;2;20190200014827;4;2;14;98;39.901201036;386.74882889
022019;2;20190200014828;4;2;05;98;34.901201036;1480.8560486
022019;2;20190200014829;4;2;14;98;24.901201036;386.74882889
022019;2;20190200014856;4;2;12;98;34.901201036;579.98235303
022019;2;20190200014894;4;1;07;98;79.224619309;2478.9211865
022019;2;20190200014901;3;1;12;09;78.676740812;8737.2762743
022019;2;20190200014903;4;1;03;98;92.57401107;952.26630024
022019;2;20190200014905;3;1;03;09;78.676740812;5012.3570054
022019;2;20190200014906;4;1;03;98;92.57401107;952.26630024
022019;2;20190200014907;4;1;03;98;92.57401107;952.26630024
022019;2;20190200014911;4;1;03;98;92.57401107;952.26630024
022019;2;20190200014917;3;1;12;09;52.858558229;15224.542526
022019;2;20190200014918;4;1;07;98;92.57401107;706.34392439
032019;2;20190200014918;4;1;07;98;94.871633381;825.53194074
022019;2;20190200014920;3;1;12;09;142.85855823;6359.8465104
022019;2;20190200014923;4;1;03;98;92.57401107;952.26630024
022019;2;20190200014926;4;1;03;98;92.57401107;952.26630024
022019;2;20190200014929;3;1;03;15;54.858558229;2190.2801547
022019;2;20190200014932;3;1;03;15;117.85855823;2190.2801547
022019;2;20190200014934;3;1;03;15;80.358558229;2190.2801547
022019;2;20190200014937;3;1;03;15;107.85855823;2190.2801547
022019;2;20190200014939;3;1;03;15;92.858558229;2190.2801547
022019;2;20190200014944;3;1;03;15;62.858558229;2190.2801547
022019;2;20190200014946;3;1;03;15;69.338370406;3009.0479068
022019;2;20190200014952;3;1;03;02;85.717116458;739.33868595
022019;2;20190200014958;3;1;03;02;70.858558229;739.33868595
022019;2;20190200015071;3;1;03;09;54.338370406;5370.4595062
022019;2;20190200015076;4;1;03;98;53.787005535;1020.2999505
022019;2;20190200015092;3;1;07;11;40.19586399;2215.2571762
022019;2;20190200015099;3;1;07;11;35.19586399;2215.2571762
022019;2;20190200015104;3;1;07;11;85.19586399;2215.2571762
022019;2;20190200015105;3;1;07;11;55.19586399;2215.2571762
022019;2;20190200015309;4;2;14;98;25.151201036;612.72420202
022019;2;20190200015739;4;2;12;98;29.901201036;280.55862932
022019;2;20190200015741;4;2;08;98;40.401201036;262.03952669
032019;2;20190200015741;4;2;08;98;39.410314604;141.44935089
022019;2;20190200015801;4;2;03;98;92.401201036;231.26213737
022019;2;20190200015827;4;2;13;98;44.901201036;278.42974663
022019;2;20190200015879;3;2;15;09;459.61169848;537.63631689
022019;2;20190200015881;4;2;03;98;22.401201036;231.26213737
022019;2;20190200015882;4;2;14;98;22.401201036;278.42974663
022019;2;20190200015884;4;2;13;98;20.901201036;835.2892399
022019;2;20190200015888;4;2;12;98;39.802402072;280.55862932
022019;2;20190200015889;3;2;05;09;145.4643516;79.266301903
022019;2;20190200015898;4;1;03;98;91.287005535;1020.2999505
022019;2;20190200015911;4;1;03;98;176.28700554;1020.2999505
022019;2;20190200015912;4;1;03;98;76.287005535;1020.2999505
022019;2;20190200015918;3;1;03;09;92.858558229;3648.4849751
022019;2;20190200015920;3;1;03;09;80.358558229;3648.4849751
022019;2;20190200015929;3;1;03;09;91.358558229;3648.4849751
022019;2;20190200015930;3;1;03;09;162.85855823;3648.4849751
022019;2;20190200015936;3;1;03;09;117.85855823;3648.4849751
022019;2;20190200015939;3;1;03;09;68.358558229;8733.9395011
022019;2;20190200015948;3;1;03;09;62.858558229;3648.4849751
022019;2;20190200015954;4;1;03;98;92.57401107;952.26630024
022019;2;20190200015955;4;1;12;98;92.57401107;1659.9403719
022019;2;20190200015958;4;1;12;98;92.57401107;1659.9403719
022019;2;20190200015964;3;1;03;09;85.717116458;3648.4849751
022019;2;20190200015967;3;1;03;09;50.358558229;3648.4849751
022019;2;20190200015971;3;1;03;09;85.717116458;3648.4849751
022019;2;20190200015974;4;1;03;98;92.57401107;952.26630024
022019;2;20190200015975;3;1;03;09;52.858558229;8733.9395011
022019;2;20190200015979;3;1;03;15;142.85855823;2190.2801547
022019;2;20190200015981;3;1;03;15;92.858558229;2190.2801547
022019;2;20190200015984;3;1;03;15;92.858558229;2190.2801547
022019;2;20190200015987;3;1;03;15;92.858558229;2190.2801547
022019;2;20190200015990;3;1;03;15;86.768558229;2190.2801547
022019;2;20190200015993;3;1;03;15;72.858558229;2190.2801547
022019;2;20190200015996;3;1;03;15;92.858558229;2190.2801547
022019;2;20190200016005;3;1;03;16;72.858558229;1649.6125861
022019;2;20190200016009;3;1;03;16;55.358558229;1649.6125861
022019;2;20190200016010;3;1;03;16;192.85855823;1649.6125861
022019;2;20190200016013;3;1;03;16;60.358558229;1649.6125861
022019;2;20190200016014;3;1;03;16;110.35855823;1649.6125861
022019;2;20190200016018;3;1;03;16;142.85855823;1649.6125861
022019;2;20190200016020;3;1;03;16;87.858558229;1649.6125861
022019;2;20190200016021;3;1;03;16;53.858558229;1649.6125861
022019;2;20190200016025;3;1;03;16;65.358558229;1649.6125861
022019;2;20190200016028;3;1;03;16;67.858558229;1649.6125861
022019;2;20190200016029;3;1;03;16;46.358558229;1649.6125861
022019;2;20190200016036;3;1;03;16;59.858558229;1649.6125861
022019;2;20190200016037;3;1;03;16;91.858558229;1649.6125861
022019;2;20190200016039;4;1;07;98;76.287005535;706.34392439
032019;2;20190200016039;4;1;07;98;94.871633381;825.53194074
022019;2;20190200016040;3;1;03;16;47.858558229;1649.6125861
022019;2;20190200016041;3;1;03;16;58.358558229;3948.9313031
022019;2;20190200016046;3;1;03;16;64.858558229;3948.9313031
022019;2;20190200016047;3;1;03;16;49.358558229;1649.6125861
022019;2;20190200016048;3;1;03;16;45.858558229;1649.6125861
022019;2;20190200016052;3;1;03;16;47.858558229;1649.6125861
022019;2;20190200016054;3;1;03;16;45.358558229;1649.6125861
022019;2;20190200016056;3;1;03;16;57.858558229;1649.6125861
022019;2;20190200016057;3;1;03;16;46.858558229;1649.6125861
022019;2;20190200016062;3;1;03;16;67.858558229;1649.6125861
022019;2;20190200016064;3;1;03;16;53.358558229;1649.6125861
022019;2;20190200016065;3;1;03;16;97.858558229;1649.6125861
022019;2;20190200016068;3;1;03;16;82.858558229;3948.9313031
022019;2;20190200016070;3;1;03;16;67.858558229;3948.9313031
022019;2;20190200016074;3;1;03;16;242.85855823;1649.6125861
022019;2;20190200016079;3;1;03;16;72.858558229;3948.9313031
022019;2;20190200016080;3;1;03;16;62.858558229;3948.9313031
022019;2;20190200016083;3;1;03;16;55.358558229;3948.9313031
022019;2;20190200016088;3;1;03;16;76.191891562;3948.9313031
022019;2;20190200016093;3;1;07;12;30.19586399;1314.9474927
022019;2;20190200016095;3;1;07;12;37.69586399;1314.9474927
022019;2;20190200016099;3;1;07;12;37.69586399;1314.9474927
022019;2;20190200016102;3;1;07;12;30.19586399;1314.9474927
022019;2;20190200016109;3;1;07;12;37.69586399;1314.9474927
022019;2;20190200016114;3;1;07;12;32.150040035;1806.4994983
022019;2;20190200016115;3;1;07;12;128.65004003;1806.4994983
022019;2;20190200016123;3;1;07;12;50.39172798;1314.9474927
022019;2;20190200016146;4;1;01;98;58.787005535;144.34696973
032019;2;20190200016146;4;1;01;98;94.871633381;61.444607295
022019;2;20190200016151;3;1;07;11;35.19586399;2215.2571762
022019;2;20190200016155;3;1;07;11;60.19586399;2215.2571762
022019;2;20190200016161;3;1;07;11;45.19586399;2215.2571762
022019;2;20190200016163;3;1;07;11;47.69586399;2215.2571762
022019;2;20190200016165;3;1;07;11;60.19586399;2215.2571762
022019;2;20190200016168;3;1;07;11;55.19586399;2215.2571762
022019;2;20190200016203;4;2;01;98;23.651201036;157.69382227
032019;2;20190200016203;4;2;01;98;39.410314604;233.28214096
022019;2;20190200016210;4;2;04;98;39.901201036;232.63423563
022019;2;20190200016479;3;2;03;16;284.80584924;248.93257409
032019;2;20190200016479;3;2;03;16;458.59051295;258.68300557
022019;2;20190200016639;4;2;11;98;23.234534369;1759.3635287
022019;2;20190200016642;4;2;14;98;23.901201036;475.00512068
022019;2;20190200016689;4;2;12;98;39.802402072;2345.8180383
022019;2;20190200016691;4;2;13;98;39.802402072;950.01024136
022019;2;20190200016694;3;2;03;13;163.9643516;135.94677305
032019;2;20190200016694;3;2;03;13;265.38304425;262.51634815
022019;2;20190200016701;4;2;05;98;24.901201036;191.13368786
022019;2;20190200016788;4;2;14;98;62.401201036;475.00512068
022019;2;20190200016789;4;2;01;98;29.901201036;359.69055823
022019;2;20190200017799;4;2;07;98;25.258343893;1963.9104052
022019;2;20190200017839;4;2;12;98;29.901201036;280.55862932
022019;2;20190200017922;4;1;03;98;190.03700554;1020.2999505
022019;2;20190200017925;3;1;07;12;35.19586399;2129.3689759
022019;2;20190200017929;3;1;07;12;40.19586399;2129.3689759
022019;2;20190200017937;3;1;07;01;60.19586399;1956.2154731
022019;2;20190200017939;3;1;07;01;52.19586399;1956.2154731
022019;2;20190200017942;3;1;07;01;50.39172798;4682.8937792
022019;2;20190200017943;3;1;07;01;30.19586399;1956.2154731
022019;2;20190200017948;3;1;08;01;60.19586399;1219.4789146
022019;2;20190200017951;4;1;09;98;117.22461931;1659.9403719
022019;2;20190200017953;3;1;03;01;87.94586399;194.6358333
022019;2;20190200017954;3;1;07;01;29.69586399;1956.2154731
022019;2;20190200017960;3;1;07;01;45.19586399;1956.2154731
022019;2;20190200017962;3;1;03;01;75.19586399;194.6358333
022019;2;20190200017965;3;1;07;01;100.19586399;1956.2154731
022019;2;20190200017969;3;1;07;01;39.69586399;1956.2154731
022019;2;20190200017970;3;1;03;01;62.69586399;194.6358333
022019;2;20190200017972;3;1;07;01;35.19586399;4682.8937792
022019;2;20190200017984;3;1;07;01;44.69586399;1956.2154731
022019;2;20190200017987;3;1;07;01;50.19586399;1956.2154731
022019;2;20190200017989;3;1;07;01;50.39172798;1956.2154731
022019;2;20190200017991;3;1;03;01;84.19586399;194.6358333
022019;2;20190200017995;3;1;01;01;35.69586399;1219.4789146
022019;2;20190200017998;3;1;07;01;50.39172798;4682.8937792
022019;2;20190200018003;3;1;07;01;35.19586399;1956.2154731
022019;2;20190200018005;4;1;04;98;142.22461931;1659.9403719
022019;2;20190200018007;3;1;07;01;45.19586399;1956.2154731
022019;2;20190200018010;3;1;07;01;85.19586399;1956.2154731
022019;2;20190200018013;3;1;08;01;50.39172798;2919.2541934
022019;2;20190200018014;3;1;07;01;4900;1956.2154731
022019;2;20190200018015;3;1;03;01;50.39172798;194.6358333
022019;2;20190200018017;3;1;07;01;50.19586399;1956.2154731
022019;2;20190200018018;3;1;07;01;44.19586399;1956.2154731
022019;2;20190200018021;3;1;07;01;38.94586399;4682.8937792
022019;2;20190200018029;3;1;03;02;85.717116458;739.33868595
022019;2;20190200018034;3;1;03;02;53.108558229;739.33868595
022019;2;20190200018037;4;3;03;98;430.34975377;73.089605637
022019;2;20190200018042;4;3;03;98;141.34975377;365.44802819
022019;2;20190200018048;4;3;03;98;186.34975377;146.17921127
022019;2;20190200018049;4;3;03;98;160.09975377;146.17921127
022019;2;20190200018053;4;3;03;98;193.84975377;146.17921127
022019;2;20190200018054;4;3;03;98;286.34975377;73.089605637
022019;2;20190200018057;4;3;03;98;218.34975377;365.44802819
022019;2;20190200018058;4;3;06;98;198.01642044;648.24384482
022019;2;20190200018153;4;1;03;98;91.287005535;1020.2999505
022019;2;20190200018159;3;1;07;11;42.69586399;2215.2571762
022019;2;20190200018163;3;1;07;13;68.650040035;6789.0847517
022019;2;20190200018166;3;1;07;11;40.19586399;2215.2571762
022019;2;20190200018171;3;1;07;11;47.69586399;2215.2571762
022019;2;20190200018176;3;1;07;11;50.19586399;2215.2571762
022019;2;20190200018178;3;1;07;11;45.19586399;2215.2571762
022019;2;20190200018181;3;1;07;11;34.650040035;3043.3618069
022019;2;20190200018184;3;1;07;11;35.19586399;2215.2571762
022019;2;20190200018551;4;2;15;98;39.802402072;475.00512068
022019;2;20190200018605;3;2;01;04;257.15390858;69.649906623
022019;2;20190200018632;3;2;01;04;257.15390858;69.649906623
022019;2;20190200018633;3;2;01;04;535.23809524;52.237429967
022019;2;20190200018710;3;2;01;04;206.53946111;29.09530548
022019;2;20190200018861;4;2;13;98;39.802402072;386.74882889
022019;2;20190200018863;4;2;14;98;39.802402072;386.74882889
022019;2;20190200018866;4;2;14;98;39.802402072;386.74882889
022019;2;20190200018868;4;2;03;98;34.901201036;221.90568511
022019;2;20190200018870;4;2;03;98;22.901201036;443.81137021
022019;2;20190200018872;4;2;03;98;22.401201036;443.81137021
022019;2;20190200018873;4;2;13;98;34.901201036;386.74882889
022019;2;20190200018874;4;2;13;98;39.802402072;386.74882889
022019;2;20190200018995;4;2;02;98;39.802402072;1159.9647061
022019;2;20190200018997;4;2;14;98;25.901201036;386.74882889
022019;2;20190200018999;4;2;03;98;23.401201036;221.90568511
022019;2;20190200019003;4;2;12;98;25.901201036;579.98235303
022019;2;20190200019027;4;2;13;98;39.802402072;773.49765777
022019;2;20190200019030;4;2;13;98;24.901201036;386.74882889
022019;2;20190200019032;4;2;14;98;24.901201036;386.74882889
022019;2;20190200019033;4;2;03;98;24.901201036;665.71705532
022019;2;20190200019035;4;2;03;98;24.901201036;443.81137021
022019;2;20190200019137;4;2;03;98;23.901201036;221.90568511
022019;2;20190200019138;4;2;03;98;23.651201036;443.81137021
022019;2;20190200019140;4;2;14;98;39.802402072;386.74882889
022019;2;20190200019149;4;2;12;98;39.901201036;579.98235303
022019;2;20190200019150;4;2;12;98;32.401201036;579.98235303
022019;2;20190200019180;4;1;09;98;73.224619309;171.15351516
032019;2;20190200019180;4;1;09;98;86.499033257;141.37993842
022019;2;20190200019183;3;1;09;12;57.69586399;147.01919016
032019;2;20190200019183;3;1;09;12;50.728791239;112.55238506
022019;2;20190200019190;4;1;03;98;85.974619309;1006.2913755
032019;2;20190200019190;4;1;03;98;86.499033257;177.47407258
022019;2;20190200019194;3;1;07;12;37.69586399;2129.3689759
022019;2;20190200019196;3;1;07;12;37.69586399;2129.3689759
022019;2;20190200019201;3;1;07;12;35.19586399;5097.3979441
022019;2;20190200019206;3;1;07;12;45.19586399;2129.3689759
022019;2;20190200019208;3;1;03;09;57.858558229;3648.4849751
022019;2;20190200019209;4;1;12;98;92.57401107;1659.9403719
022019;2;20190200019210;4;1;12;98;92.57401107;1659.9403719
022019;2;20190200019215;3;1;03;09;242.85855823;3648.4849751
022019;2;20190200019222;3;1;03;09;85.717116458;3648.4849751
022019;2;20190200019223;3;1;03;09;72.858558229;3648.4849751
022019;2;20190200019224;4;1;12;98;92.57401107;1659.9403719
022019;2;20190200019229;4;1;12;98;151.28700554;1659.9403719
022019;2;20190200019231;4;1;13;98;92.57401107;1659.9403719
022019;2;20190200019233;3;1;03;09;82.858558229;3648.4849751
022019;2;20190200019234;3;1;03;09;67.858558229;3648.4849751
022019;2;20190200019239;3;1;03;09;57.858558229;8733.9395011
022019;2;20190200019244;3;1;03;09;52.858558229;8733.9395011
022019;2;20190200019246;3;1;03;09;72.858558229;3648.4849751
022019;2;20190200019250;3;1;03;16;102.85855823;1649.6125861
022019;2;20190200019252;3;1;03;16;142.85855823;1649.6125861
022019;2;20190200019253;3;1;03;16;85.858558229;1649.6125861
022019;2;20190200019255;3;1;03;16;92.858558229;1649.6125861
022019;2;20190200019256;3;1;03;16;92.858558229;1649.6125861
022019;2;20190200019257;3;1;03;16;54.358558229;1649.6125861
022019;2;20190200019262;3;1;03;16;62.858558229;1649.6125861
022019;2;20190200019265;3;1;03;16;142.85855823;1649.6125861
022019;2;20190200019266;3;1;03;16;72.858558229;1649.6125861
022019;2;20190200019273;3;1;03;16;87.858558229;1649.6125861
022019;2;20190200019275;3;1;03;16;67.858558229;1649.6125861
022019;2;20190200019277;3;1;03;16;67.858558229;1649.6125861
022019;2;20190200019279;3;1;03;16;75.358558229;3948.9313031
022019;2;20190200019280;3;1;03;16;95.358558229;1649.6125861
022019;2;20190200019281;3;1;03;16;72.858558229;1649.6125861
022019;2;20190200019286;3;1;03;16;85.717116458;1649.6125861
022019;2;20190200019287;3;1;03;16;135.35855823;1649.6125861
022019;2;20190200019289;3;1;03;16;80.358558229;1649.6125861
022019;2;20190200019295;4;1;03;98;75.974619309;264.93600967
022019;2;20190200019298;3;1;07;07;40.19586399;1761.73391
022019;2;20190200019301;4;1;03;98;50.224619309;264.93600967
022019;2;20190200019303;4;1;07;98;100.55795264;1530.8061852
022019;2;20190200019308;4;1;06;98;62.224619309;1659.9403719
022019;2;20190200019314;4;1;03;98;52.224619309;264.93600967
022019;2;20190200019319;4;1;03;98;53.474619309;264.93600967
022019;2;20190200019320;4;1;07;98;92.224619309;1530.8061852
022019;2;20190200019325;4;1;03;98;67.224619309;264.93600967
022019;2;20190200019326;4;1;01;98;70.224619309;1659.9403719
022019;2;20190200019624;4;2;14;98;25.401201036;278.42974663
022019;2;20190200019626;4;2;15;98;32.401201036;278.42974663
022019;2;20190200020148;3;2;01;04;317.89124555;69.649906623
022019;2;20190200020157;3;2;01;04;341.51132104;52.237429967
022019;2;20190200020383;4;2;03;98;29.901201036;231.26213737
022019;2;20190200020483;4;2;14;98;69.901201036;278.42974663
022019;2;20190200020530;4;2;15;98;32.401201036;278.42974663
022019;2;20190200020606;4;2;13;98;21.901201036;773.49765777
022019;2;20190200020678;4;2;14;98;23.901201036;773.49765777
022019;2;20190200020681;4;2;03;98;39.802402072;221.90568511
022019;2;20190200020700;4;2;12;98;24.901201036;579.98235303
022019;2;20190200020701;4;2;14;98;24.276201036;1546.9953155
022019;2;20190200020740;4;2;13;98;29.901201036;386.74882889
022019;2;20190200020796;4;2;08;98;24.901201036;223.03086948
022019;2;20190200020797;4;2;08;98;24.901201036;223.03086948
022019;2;20190200020806;4;2;05;98;39.802402072;1480.8560486
022019;2;20190200020807;3;2;05;13;182.9643516;426.92595642
022019;2;20190200020809;4;2;05;98;39.802402072;2221.2840728
022019;2;20190200020810;4;2;12;98;25.901201036;579.98235303
022019;2;20190200020811;4;2;05;98;39.802402072;5923.4241942
022019;2;20190200020812;4;2;05;98;28.651201036;1480.8560486
022019;2;20190200020858;3;1;07;12;40.19586399;2129.3689759
022019;2;20190200020860;3;1;07;12;45.19586399;2129.3689759
022019;2;20190200020863;3;1;07;12;30.19586399;2129.3689759
022019;2;20190200020864;3;1;07;12;28.94586399;5097.3979441
022019;2;20190200020867;3;1;03;09;165.35855823;3648.4849751
022019;2;20190200020873;3;1;03;09;127.85855823;3648.4849751
022019;2;20190200020878;3;1;03;09;97.858558229;3648.4849751
022019;2;20190200020879;3;1;03;09;152.85855823;3648.4849751
022019;2;20190200020883;3;1;03;09;87.858558229;3648.4849751
022019;2;20190200020888;3;1;03;09;132.85855823;3648.4849751
022019;2;20190200020890;3;1;03;09;177.85855823;3648.4849751
022019;2;20190200020897;3;1;03;09;132.85855823;3648.4849751
022019;2;20190200020898;3;1;03;09;94.358558229;3648.4849751
022019;2;20190200020903;3;1;03;09;112.85855823;8733.9395011
022019;2;20190200020909;4;1;07;98;192.22461931;1530.8061852
022019;2;20190200020911;3;1;07;07;60.19586399;1761.73391
022019;2;20190200020918;3;1;07;07;42.69586399;1761.73391
022019;2;20190200020921;4;1;03;98;77.224619309;264.93600967
022019;2;20190200020924;4;1;09;98;100.97461931;1659.9403719
022019;2;20190200020929;3;1;07;07;43.69586399;1761.73391
022019;2;20190200020932;3;1;07;07;51.69586399;1761.73391
022019;2;20190200020933;3;1;07;07;48.94586399;4217.3333568
022019;2;20190200020942;3;1;07;07;51.19586399;1761.73391
022019;2;20190200020943;3;1;07;07;43.44586399;1761.73391
022019;2;20190200020948;3;1;07;07;32.029197323;1761.73391
